Num;Review;review_type
50001;ничего ты не запорешь ты и так вон какой молодец столько всего продумать написать построить сюжетную линию прекращай;bad
50002;жизнь боль когда заканчивается любимый сериал;bad
50003;а еще каждый раз в автобусе в кого нибудь влюбляюсь а потом когда она выходит она разбивает мне сердце;bad
50004;с этим ограничением в 14 символов чувствую себя каким то неполноценным;bad
50005;вот так у хоккеиста сегодня спросили;bad
50006;какие то твиты у меня неразнообразные болею походу;bad
50007;из за такой хорошей погоды не все доехали сегодня до fame жалко;bad
50008;внезапно отвалилась авторизация на яндексе в opera 1 444 печально десу а я уж было думал буду ей пользоваться;bad
50009;я куплю стивенсону колу и шоколадку в качестве извинения за небольшую подставу;bad
50010;нет не устояли бы сама обожаю сладкое но и сама же давно не ела;bad
50011;к моим комплексам по поводу фигуры добавился еще один;bad
50012;rt времени нет писать в твиттер;bad
50013;неужели так далеко до дома ехать и все такое ха он просто не знает что я хожу в магазин из дома;bad
50014;буээ пришлось восстановить венду на ноуте хнык хнык виста;bad
50015;rt это че сейчас гром посреди ясного неба был о о;bad
50016;то нелепое чувство когда мама купила печенье с корицей а ты ненавидишь корицу;bad
50017;сижу дома тажу проект из svn проект потянет на полгигабайта не все таки нужно подключаться на анлим;bad
50018;эт да два пьяных человека в ленте слишком много для почти всегда трезвого эндрю;bad
50019;после нашей разноцветной квартиры здесь все белое кажется просто скукатищей пытаюсь придумать как разнообразить хотя бы свою циммер;bad
50020;мне через 2 5 чаа вставать а еще не сплю;bad
50021;rt сказать что я рыдаю этот ничего не сказать;bad
50022;ненавижу когда так я выучила тебя почти наизусть некуда больше писать посылвкосмос а у меня была мега идея;bad
50023;я тож рада но ее еще неделю обсуждать все будут а потом второй сезон ждать;bad
50024;rt какие же они молодцы ну конечно и просто ахрененные;bad
50025;доверять лживым тварям могу умею практикую;bad
50026;проснулся школа школа пытка голод школа дом уроки уроки сон проснулся и так каждый день;bad
50027;rt точно физичка завтра придет раз так;bad
50028;rt в воронеже маршрутный пазик насмерть сбил школьника;bad
50029;если подумать то у меня очень мало друзей;bad
50030;хочу широкий подоконник неудобно быть ванилькой на узком;bad
50031;кто то просто взял сегодня и поужинал японией один;bad
50032;rt весь день спал а ночью тоже хочется и сигарет нет;bad
50033;узнала что 2 сезон молодежки будет только через год вообще огорчилась что теперь смотреть;bad
50034;rt все последняя серия просмотренна ждем 2 сезон ну спортивный директор все же та еще тварь;bad
