Num;Review;review_type
60001;то чувство когда даже в египте есть снег а у нас нет;bad
60002;rt рост протестных настроений в россии ну кто бы сомневался я например поддерживаю;bad
60003;проебал два трамвая до дома мне определенно везет сегодня;bad
60004;rt не могла поздравить с др потому что тлф не работал кароч с др держи волш пыль и иединорога лул o gt;bad
60005;она в пичале и не дает больши ие фоткать 9 9;bad
60006;сегодня нам даже не удалось нормально пообщаться занят был сильно ну ничего теперь в субботу выдадут телефон;bad
60007;ох уж мне эта рита 9;bad
60008;не знаю одна наверное;bad
60009;мм рекламируют бад для очистки легких от смога 8;bad
60010;хочу выходные но мама уже лекции читает;bad
60011;да плохо у меня только папа татарин а меня в детстве не учил теперь не понимаю;bad
60012;очень скучаю по крис когда же она уже приедет;bad
60013;не смешно;bad
60014;это не я это все наша бухгалтерия;bad
60015;сейчас являюсь на диване и потом пойду на курсы потом это через десять минут а вернусь в 2;bad
60016;ужасно когда ты так пишешь хоть бы все было хорошо;bad
60017;rt с печально я ж не смогу без тебя с;bad
60018;пропускаю домашнюю зенит боруссия при любом раскладе жизнь боль;bad
60019;слушаем про осеменение ииоплодотворение ндааааа;bad
60020;rt но моя мечта так и остается мечтой торрес опять на петровский не приедет;bad
60021;rt уроки собираюсь делать ты;bad
60022;опять приспичило танцевать линди хоп только я все навыки уже растеряла;bad
60023;теперь решаю задачки с 24 задачи это же кошмар;bad
60024;уф даже не знаю что посоветовать на зп твоя работа в сочи никак не отразится может сможешь покрыть расходы;bad
60025;боюсь что я сама потом страдать буду что фик никому не нравится;bad
60026;оо этот зачет по математике полюбому 2 или 3;bad
60027;мне кажется я влюблена в иззи стивенс;bad
60028;все бы хорошо если бы голомазова не потянуло в глобальное зачем было улучшать пьесу то;bad
60029;это просто ад нам было по 11 12 лет;bad
60030;я хочу убивать и в домохозяйки;bad
60031;12 я серия angel beats пафосная и героическая чуть менее чем полностью осталась всего дна серия;bad
60032;я кажется по уши в говне на этой зимней сессии буду;bad
60033;за обветренные губы за холод за пронизывающий морозный ледяной ветер скользкие дороги аааа блин не люблю и все ну почему лето не всегда;bad
60034;че ты меня обижаешь янг мск тебя затраллит;bad
60035;отлично покатались но вся коленка в синяяя;bad
60036;rt бизнесмен владимир потанин объявил об уходе из медиабизнеса повезло;bad
60037;солнышко с днюшечкой я не знала и перед физикой тебя не поздравила;bad
60038;я 5 минут в кадр влезть пытался бля;bad
60039;rt нарушил собственное правило не есть за компом и разлил суп еще на подходе;bad
60040;лента ру сегодня неожиданно вынесла сор из избы эха москвы жидомасонский;bad
60041;rt я неудачник сделал половину конфигов дома залил на дропбокс приехал на работу dropbox в 5 error;bad
60042;а поводом к новости что то oracle не так начали;bad
60043;лал дыа 3 азазазаз в того же;bad
60044;мне так жалко эту хрюшку копилку из рекламы мтс за которой мчится бешенная тетка;bad
60045;rt бизнесмен владимир потанин объявил об уходе из медиабизнеса повезло;bad
60046;как я мог проебать столько целую пачку фисташек;bad
60047;мальчики старшекурсники идите с нами пожалуйста в поход нам страшно с арбузом ахах;bad
60048;пол дня не виделась с кисой соскучилась очень переживаю за нее и ее зачеты тк мы очень везучие;bad
60049;rt пойду похороню в мусорном ящеке кожуру мандаринки покойся с миром ебанный эгоист чтоб тебя там выебали апельсины;bad
60050;капец я не могу уже так 2 ой день хожу вся в слезах не могу больше терпеть помогите пожалуйста прошу;bad
60051;мальчики проиграли в волейбол мы вас все равно любим лучшие;bad
60052;прекрасный породистый британец очень добродушный и мягкий;bad
60053;rt бизнесмен владимир потанин объявил об уходе из медиабизнеса повезло;bad
60054;купил себе страпон или нет нет подошлешь деньжат;bad
60055;на у нас на последней неделе а вам повезло з;bad
60056;rt кому сделать сигну жми rt 3 блин мне не кого читать ребят читаювзаимно устроим взаимныйфолловинг;bad
60057;я не могу проматываю эту песню всякий раз так мне от нее печально и хочется свернуть шею мариусу;bad
60058;спецы по директ рекламе как вы оцениваете объем скликивания по некоторым данным и собственным ощущениям он достигает 3 4;bad
60059;я тут вышиваю гладью и не зайду в сеть до пятницы скорее всего;bad
60060;прости что не могу тебя беречь когда тебе слезно я очень люблю тебя;bad
60061;не могу согреться промерзла за целый день;bad
60062;да уж давай а то ты не тру 9 99;bad
60063;никто даже не помнит эту упоротость;bad
60064;да уже сказали что есть вечно я не в тренде;bad
60065;rt я жажду полностью проболеть эту неделю лишь потому что это последняя неделя этой четверти ибо мне лень уже учиться;bad
60066;но ничего не случилось из этого списка;bad
60067;зачем ты полезла на сайт русского вог;bad
60068;у кого то по 2 по 3 урока а у нас 6 и из них 4 алгебры;bad
60069;мой джабберовский аакаунт бинг юсд он эназер компьютер;bad
60070;сессия перед новым годом это слишком жестоко;bad
60071;я бы с удовольствием но у меня у самого денег нет жаль придется снова у бабулек сумочки красть;bad
60072;лдпр больше не позитивные ростов дон руководитель;bad
60073;читала в зале книгу и тут грохот такой выглянула в окно авария еще одна порция печали;bad
60074;надо белорусскую литературу учить эссе писать к контрольной по математике готовиться ааа ужасужасужас;bad
60075;rt эта неделя будет самой ужасной;bad
60076;это самый унылый год в моей жизне минутка грусти;bad
60077;rt сижу мучаюсь 3 день с обьединением 2х разделов думаю уже в 8 действий делать устал;bad
60078;если честно это полный п zde;bad
60079;комп тупит пидор приходится с тлф сидеть;bad
60080;каникулы вроде начались а работы в школе еще больше;bad
60081;две олимпиады за день и две лабораторных это полная жопа;bad
60082;аа вот теперь понятно почему бабульки такие злые ходят потому что лица вроде тебя не присылают мне деньги;bad
60083;я очень соскучилась по домашним животным хочу потискать котейку и поиграть с собачкой;bad
60084;я как всегда пропускаю все самое интересное;bad
60085;есть такое приспособление для безтеневой съемки предметов лайтбокс;bad
60086;до вечера лента очень жаль что мне надо уходить;bad
60087;еле еле отучилась щас лягу спать не пойму что со мной происходиит голова очень болит;bad
60088;буээ пришлось восстановить венду на ноуте хнык хнык виста;bad
60089;rt не пиши никому посмотри кто вспомнит о тебе;bad
60090;как меня заебала эта работа кто бы знал как я хочу ничего не делать почему я должна что то делать;bad
60091;в любом приличном отеле турции можно ребенка утром сдать вечером забрать а в 12 тимиллионной москве ни одного такого клуба нет злюсь;bad
60092;я каждое утро такого вижу на пушкарева о о;bad
60093;да костя беда дошла и до нас;bad
60094;почему люди устают и хотят спать я же из за этого умираю внутри своего мира вместо бегущих розовых пони где то во мне гаснут мои мечты;bad
60095;мама говорит что я стала толстой печальбеда;bad
60096;настроение на высоте но завтрашний пробный все портит;bad
60097;rt осталось менее 2х недель учебы а я даже не начинал делать какие либо долги;bad
60098;эх исчезли из повседневной жизни жуйки я и и никому и дела то нет эх что были что не было обидно же;bad
60099;мучительный час репетиторства по алгебре прошел мозг кипит от тригонометрии;bad
60100;ну ептыть уже все мой ебальничек видели;bad
60101;я люблю витч хаус но последнее время этот жанр просто все когда то нас разочаровывает;bad
60102;что то у меня проброс порта через adsl роутер не заводится ни через upnp ни руками;bad
60103;нормально к эссе по англ готовлюсь а ты как прости что долго не отвечала времени небыоо зайти;bad
60104;порядок защиты изменили я в середине;bad
60105;прошло уже 1 лет как тебя не стало дорогая моя подруга пусть земля тебе будет пухом плмним любим;bad
60106;приходи я буду скучать;bad
60107;не могу найти вчерашнюю серию;bad
60108;посеял свое огромное ведро на бащка любимое серо лиловое выпало из вельзика не воссоздать нет;bad
60109;у меня завтра уже первый экзамен;bad
60110;re крупный пес его жизнь под угрозой тема информационная;bad
60111;сити с барсой ааааааа я в печали ну почему;bad
60112;хочу счастья в новом году только где его взять хочу что бы дед мороз принес мне счастья;bad
60113;rt вика крепись в этой ситуации я не чем помочь не могу;bad
60114;у всех твиты про то как они хотят спать но надо идти на тренеровку а я с самого утра бодрячком но думаю что это не на долго;bad
