Num;Review;review_type
25001;добрейшее все будет хорошо;good
25002;куда вчера уезжали из школы я вас выдел в metro на выступление;good
25003;сыну 3 года он впервые попал в баню с отцом папа какая у тебя писька большая твои бы слова да маме в рот;good
25004;урааа наталья борисовна теперь снова наша англичанка ярадаа;good
25005;хочу подругу друга как джейми оливер ону маны астыы астыы дьоннору ынырар наьаа учугэй буолуо этэ;good
25006;на улице все так мягкои беленько что нг ощущается по настоящему;good
25007;я тоже как же я люблю воскресеньееее хд;good
25008;rt мне нравится музыка когда она в бешенстве;good
25009;ну не знаю что то не улавливаю настроение;good
25010;отлично вчера сегодня погуляли позитивная ночка с не менее позитивными людьми;good
25011;какой у тебя телефон iphone так;good
25012;настроение какое то ленивое;good
25013;доброе воскресное утро солнышко светит настроение отличное всем добра;good
25014;если я не сплю никто не будет спать;good
25015;да режиссер люк бессон пфайфер там бесподобна;good
25016;голосуем и болеем за тебя ты очень душевный человек велике дякую;good
25017;яахав дээ хаалтын гэрээтэй байдаг олон юм яриад байж чаддагг й тэгээд л арга ядахдаа;good
25018;rt уснул в автобусе через пол часа кондуктор разбудил уже приехали удобно;good
25019;утро хорошо началось надеюсь что день будет таким же;good
25020;rt успевайте на дактилоскопию пока бесплатно и добровольно;good
25021;все таки у меня руки из жопы растут относительно бисквита вкусно но сука не тоооо;good
25022;сделал обложку как в gta для своего факультета вечером выложу может понравится;good
25023;с днюшкой принцесса желаю пофигизма и чаще ездить в доминикану мог бы пожелать достойного мужчину но конкурентов не терпим;good
25024;rt а завтра с девчонками собрались в школу нашу зайти учителей с днем учителя поздравить;good
25025;rt до нового года осталось 25 дней;good
25026;для одних я пойду на край света а для других даже к телефону не подойду;good
25027;rt мне совсем не нравится то сколько мы общаемся ну да ладно хороших снов айеро;good
25028;rt интересно а за месяц активность вулкана снизится или отпуск фтопку;good
25029;типо так и денег платить не надо и валера покормит;good
25030;rt делай легче делай играючи кайфуй кайфуй;good
25031;rt вот что значит лучшая дружба;good
25032;встретил ту самую тогда 1 влюбись в нее но не говори ей об этом 2 если она тебя не любит бей ее 3 когда выйдешь из тюрьмы добей ее;good
25033;не сомневаюсь уж d но какого хрена надо было ехать в эту мск;good
25034;погуляла под дождем теперь в банк зайти стыдно а надо;good
25035;поехала с бабулей по магазинам домой прридууу на радостях с покупкааами урааа;good
25036;rt мляха прикольно играть в ассоциации на форуме с древовидными комментариями d;good
25037;вспоминаю вчерашний разговор с ваней и денисом что они вообще имели ввиду конечно ужасно хочется у лизки узнать но я буду молчать;good
25038;папа надеялся разбудить меня своим звонком а так то я не сплю он очень любит когда я рано встаю;good
25039;спасибо за список обожаю lt 3;good
25040;хаана тэр нээрээ wifi юу болж бна;good
25041;ооуум удачи lt з да ничего проснулась недавно;good
25042;сыграл в футбол утром щас дома с маленьким монсторм;good
25043;rt если третий день подряд не хочется работать то сегодня среда;good
25044;а утро началось со вкусного завтрака доброе утро;good
25045;еще чуть чуть и снова будет весна;good
25046;еоое нэг эмээ хандраад байх юм яаж байна намайг дагасан чинь буцаж дагасан байх юм;good
25047;нашел очень интересные лекции по истории литературы xxв лектор такая лапочка завидно прямо сижу смотрю обожание просвещение;good
