Num;Review;review_type
55001;ого ты там нас стремает туда даже подходить;bad
55002;похоже нг я буду проводить не в том месте это как то не входит в мои планы;bad
55003;я никогда не научусь красиво делать презентации я вообще не научусь их делать никогда;bad
55004;где там фуркад катя скажи мне я вообще не в курсе;bad
55005;сколько раз смотрела и все равно в конце рыдала в дикой истерике;bad
55006;пришла с улицы никакая всю задницу себе отморозила на горке сижу сейчас с чашкой чая в руках в шерстяном халате и рядом с батареей ахах;bad
55007;мама спросила что я хочу в подарок на нг я в ступоре у меня все есть а то чего нет мне никто не может дать жизньболь нг подарки;bad
55008;экзамен прошел не так как мне хотелось;bad
55009;12 я серия angel beats пафосная и героическая чуть менее чем полностью осталась всего дна серия;bad
55010;и не говори такая холодина а я даже в душе погреться не могу нормально;bad
55011;бля весь класс задротов а я с разъебаной нокией;bad
55012;зая моя мне тебя так жалко люблю;bad
55013;но на это большинству наплевать;bad
55014;rt самая главная проблема нашей страны делать все для галочки а не для людей во всем когда же это закончится;bad
55015;я тоже очень хотела бы пойти но эта работа кошмар;bad
55016;rt когда уже на jabber ru прилепят pep;bad
55017;rt скоро новый год а я еще не купила подарки своим няшам;bad
55018;так сколько раз уже обучалась и все что то новое и новое это ж очень хорошо а нас не хотят бесплатно учить;bad
55019;я бы с удовольствием но у нас телевизор не выключается вообще я прям страдаю даже засыпаем под него;bad
55020;rt ты конечно очень красивый но как человек говно;bad
55021;люблю кулинарные передачи и стараюсь приготовить что то из того что показывают вот только моя жопа растет вместе с рейтингом передачи;bad
55022;плохо быть говнофотографом вот так нафотаешь кучу кадров а порадоваться из них и нечему особо;bad
55023;походу да потому что везде опоздала;bad
55024;а что случилось а что то не в курсах;bad
55025;по моему мой парень умер он не берет мои звонки и нигде не отвечает;bad
55026;а я щас смотрю видео под бейонсе halo и ною;bad
55027;неделю договариваться ехать кататься на лыжах и выяснить что у тех кто без лыж нет понятия где их взять в прокат подешевле детсад;bad
55028;да да согласна с тобой хочу так же только подоконники уже не поменяешь;bad
55029;мама приготовила цезарь а я не могу есть;bad
55030;грустно когда некому рассказать о том что на душе просто потому что не поймут и это все копится копится;bad
55031;эээх сегодня у нее концерт жалко я не смогла;bad
55032;кот умирает страшная грусть печаль;bad
55033;rt хочу тату;bad
55034;хочу шоколодку денег на шоколадку нееет;bad
55035;а к сожалению всегда так все недоброжелатели пытаются выдать себя за друзей популярного человека;bad
55036;они во многих матчах играют лучше но мало выигрывают не умеют реализовать все моменты;bad
55037;rt все время хочу позвонить эрнесту макаренко и узнать у него настоящий ли он;bad
55038;было бы смешно если бы не было так страшно народ вымирает по плану англосаксов а проплач выполняют;bad
55039;пока писал историю про добро в трамвае забыл оплатить проезд 15 руб;bad
55040;не могу вспомнить вчерашний сон а в нем было что то очень важное хорошее под лаской плюшевого пледа;bad
55041;я блять прсото по внеземному упоролась еду в метро и вижу как несчастные рукава этой куртки взывают к моей помощи;bad
55042;rt так и не узнаем напиши в дм;bad
55043;в общем я расстроен но после 3 дней постоянных поисков мне стало наплевать буду ходить так заебало;bad
55044;ой олечка мне тебя так жалко ты рассталась с ваней 9999 9;bad
55045;жаль а я так хотела обстановочку оценить;bad
55046;так не интересно;bad
55047;rt в коем веке понадобился клей карандаш достаю его а он засох наверное не так уж он и нужен был;bad
55048;снова появляется с горем пополам забыла и тут на те;bad
55049;ага магомед таких раньше быстро успокаивал;bad
55050;сделала мясной пирог тесто похоже на омлет говно;bad
55051;rt я читаю ее твиты и рыдаю не могу представить что ее больше нет;bad
55052;мои сегодня в сауну идут кайфовать будут а я дома;bad
55053;ну и как всегда меня тут нет;bad
55054;ааааааа просто вот зачем он сделал это;bad
55055;джордж мартин форменный негодяй после его книг все остальные похожи на сочинения школьников;bad
55056;химия это жестко я по химии могу только конспект написать и то не факт что на 5;bad
55057;мне трафика хватает ровно на две недели только;bad
55058;ромка завтра на снежную битву идет а я нет;bad
55059;прости что обидел тою веру не пиши на меня заяву плз;bad
55060;ктото опять нихуя не попал днем и будет бодрствовать 27часов;bad
55061;на работе интернет на работе пипец какой грустный и печальный и что делать даже ума не приложу а бубен дома;bad
55062;мне очень хочется кольцо из черного золота с черным бриллиантом дедушка мороз подари пожалуйста я была очень хорошей девочкой;bad
55063;простите это было даже неожиданно для меня;bad
55064;никогда не доверяйте мужчинам покупку вам туфель;bad
55065;почему не отвечаешь оп сломала систему;bad
55066;rt по никите очень скучаю держись там родной;bad
55067;ок они не правы а я там одна с 3мя спорю я так огорчена сим фактом что пойду поем;bad
55068;можете скинуть ссылку на просмотр матча через sopcast а то у меня что то транслироваться перестало;bad
55069;бял где полина где резеда одиночество;bad
55070;меня по всему старику так мотало и по свердлова;bad
55071;как же мне надоел этот долбаный контакт не могу выложить нечего ни фото ни видео ни могу поменять аватарку;bad
55072;все меня ругают и мазахисткой называют;bad
55073;лента вы меня любите я долбаеб ты илитка 9 бл что творится;bad
55074;rt можете скинуть ссылку на просмотр матча через sopcast а то у меня что то транслироваться перестало;bad
55075;rt девочки ждут вас на и скучают;bad
55076;я никогда его не найду gt;bad
55077;ну да отдохнуть не мешало бы проснулась то в 6 утра и сразу уезжать да только мне черз пол часа гулять;bad
55078;не знаю как себя развесилить даже не пишет ни кто;bad
55079;rt когда я научусь не делать очепятки;bad
55080;я стала взрослой родителям больше не будут сладких подарков;bad
55081;после таких снов которые мне снятся трудно осознават что это был сон долбанное расстояние;bad
55082;rt растяжение дает о себе знать;bad
55083;rt и инстаграм туда же ну все блин;bad
55084;вродь норм прошел день но на след неделю задали столько уроков что на наследников не осталось вообще времени;bad
55085;чтобы нормально посмотреть телик надо еще где то 3 дня подождать;bad
55086;вот дела еще и тренера в армию забрали;bad
55087;завтро уже обратно в город бее скучаю родная;bad
55088;электрошокер пиздец как больно бьет теперь мне жопа болит;bad
55089;та это нормааа у меня 9 часов было это пиздец был я так никогда не уставала сидеть на одном месте и не жрааать;bad
55090;видимо не судьба мне сегодня с кем нибудь погулять печально;bad
55091;я отлично бьюсь с оформлением бе;bad
55092;из ворда в ворд переместить с 2 страницы на начало как;bad
55093;так плохо закончился;bad
55094;вымывать эту тупую тушь походу тоже подвиг аюая;bad
55095;rt я тоже читала;bad
55096;а хотя одна сиська больше др вахаха;bad
55097;легким движением очки преращаются в полу пенсне;bad
55098;мы не хотим вас огорчать но альбом за день до выхода был украден злыми суножорами с планеты риаллия и теперь нам придется записать новый;bad
55099;та не получается вставать рано;bad
55100;rt твою мать чай в пластиковых стаканчиках зло;bad
55101;хочу наряжать елку с бро прости что у гас не получпеться нарядить елку вместе мне тебя не хватает братишка с;bad
55102;тут так скучнооооо скучаю по якт по работе по девочкам по родным улицам ну ниче надеюсь я найду здесь друзей и знакомых;bad
55103;так скучно делать неинтересные предметы например презентацию по истории;bad
55104;если любишь то отпусти отпустил самое трудное сделал;bad
55105;надо было брать ушанку у дени а я ступанула боюсь такого шанса больше не будет;bad
55106;почему у меня в жопинске нет старбакса ответ прост это же жоооооооопинск gt lt печааааалька ск пздц;bad
55107;мама украсила елку сегодня без меня обида;bad
55108;до сих про не верю вот что делает с человеком малибу;bad
55109;сервер упал вернее погиб смертью храбрых;bad
55110;фиговый сегодня день посмотрим что будет вечером;bad
55111;rt сессия экзамены;bad
55112;это точно на осинах мы увидим апельсины;bad
55113;прости что не осталась не нрусти jannakoroleva;bad
55114;был шанс и шанса нету ну как обычно;bad
55115;душераздирающий фильм хорошие дети не плачут я ревела;bad
55116;rt имхо последний из разумных могикан в нашей галактике;bad
55117;блин как же у меня все болит скоро уже свернусь калачиком от боли;bad
55118;ну блииин извини не подумала;bad
55119;предновогодниеобнимашки сильно сильно тебя обнимаю и желаю всего хорошего я буду обязательно писать тебе на нг 33;bad
55120;только я мог уснуть и проехать остановку;bad
55121;у меня бывшие одноклассницы закончили наш медколледж одна из них работает зубным врачом в частной клинике;bad
55122;фу почему то много гомосексуалистов стала видеть и много слышать про них куда катится мир;bad
55123;смотрю видео с дня рождения боже как было весело так грустно теперь все прошло с днем рождения меня хахаа;bad
55124;rt жуйк от меня ничего не осталось сегодня ночью меня съели комары;bad
55125;надо готовиться к пробным экзаменам а я хочу тебя увидеть;bad
55126;и вообще спустя 4 месяца я начала скучать по луи гарри лиаму найлу и зейну сколько ж я с дириками пережил;bad
55127;красный свитер с оленями и вышивкой белыми снежинками правда не везде такой есть та что остается только мечтать;bad
55128;rt когда я научусь не делать очепятки;bad
55129;и я только я 2 вешу;bad
55130;давай быстренько а потом отдыхать будешь тут как на помойке быстро не получится часа два не меньше;bad
55131;эээй никто не оценил расплескивание шампанского вахтангом жаль;bad
55132;в прошлую субботу был после прямого эфира почему нет сегодня;bad
55133;а тактыы наверное на изи играешь;bad
55134;принесла кошечку домой она спряталась под кровать и не выходит что делать;bad
55135;мля бесят двуличные девчонки сами обсуждают кого то а сами так же дела т настя подумай;bad
55136;вощпи так обидно а ведь на все вопросы правильно ответила эххх;bad
55137;неееет т т ноготь зачем ты сломался об этот гребаный лед;bad
55138;фело не в тебе дело во мне я зазнался хуесос;bad
55139;rt идеально мало у кого получается;bad
55140;сегодня в шк у нас было 2 русских и 2 китайских;bad
55141;постоянно ударяюсь об эту хрень 9 9 9 9 9 9;bad
55142;заза хамар таг толгой вд д даараад халуу шатаад элийрчч г йцлээ ханиад;bad
55143;москва а ко знает сколько градусов должны быть батареи то нет отопления то есть но чуть теплое;bad
55144;на голове такая шишка что как не ляжешь все равно сильно болит;bad
55145;rt и вообще не пускать за границу путь на родине скрепы крепят;bad
55146;заболевать в сессию это уже традиция у меня;bad
55147;мр через п в час ка аж зможу або через минут 4 я наберу вас харашо з;bad
55148;что мы не будем выступать т к три особы возомнили из себя непонятно что и не приехали я никогда так сильно не ругалась матом;bad
55149;rt ехала с утра в метро с целым вагоном гопников с симферополя впечатление на целый день фуфуфуууфуфуу;bad
55150;что то я совсем разболелась любимый приходи скорее;bad
55151;блин сложно что ли прочитать говорю же клево ну скажите же что нибудь;bad
55152;пойду поговорю с камнем тогда;bad
55153;так хотела сегодня в ледовку но никто из моих не пошел;bad
55154;мой бейбик не идет на рок елку она уезжает в деревню на какой то юбилей эхэх жизньболь жизньтлен жизнь нафигтакжить зачто;bad
55155;ну вот так вот я понял это;bad
55156;блин похоже значит где то на тульский;bad
55157;я б с радостью ехать далекоо;bad
55158;не ожидала что буду думать о нем и скучать а он не пишет грустно;bad
55159;щас накатаю обосру скажу что в илитку превратился;bad
55160;что за черная полоса увольняюсь дз не делаю нет времени вообще;bad
55161;господи как я устала с 9 утра по улице моталась точно простужусь;bad
55162;я знаю в кого у меня этот идиотизм в голове;bad
55163;сегодня было тестирование по 7 предметам боже сколько нервов попортили боже компьютеры висли какие муки с 9до 15 только что приехала;bad
55164;вся блин провоняла этой пропиткой для стен капец просто;bad
55165;ну бля чо теперь делать та;bad
55166;rt нет ну в самый неподходящий момент жизни ну прям должен выскочить прыщик так сцуко и на самом видном месте;bad
55167;я думала сегодня будет говнодень я ошибалась завтра вобще пизда;bad
