Num;Review;review_type
30001;неееее с такими сугробами и ветром не до праздников это уж точно d;good
30002;у вас с моей женой одинаковые юпы я уже хотел писать привет любимая d;good
30003;предупреждаю это мой первый фф следовательно говнище полное х;good
30004;я та неее d сейчас слэшерские мысли реже посещают мою голову но посещают;good
30005;rt у каждого есть такие соседи;good
30006;котам почему то говорят ты хотя ни один кот никогда ни с кем не пил брудершафта кто угадает откуда это;good
30007;чай чай это хорошо спасибо я тоже люблю тебя 3;good
30008;спасибо что читаешь меня з выздоравливай;good
30009;главное чтобы каток залили а а остальном этот снег и не нужен ну только если для снеговиков;good
30010;леша всех посадит ай молодца;good
30011;ты хороший человек спасибо;good
30012;броо 3 теперь заделайся еще и половником и все ты идеален d;good
30013;но спелые яблоки тянутся к солнцу чтобы стать еще прекрасней;good
30014;меня уже второй день с этого выносит dd;good
30015;rt первая фотосессия в москве мне 18 лет сьемка для журнала mercury;good
30016;я играю в симс и одновременно смотрю пиратов;good
30017;одноклассники они такие d 1;good
30018;вик мы чуть чуть только похудеем;good
30019;rt твит с лиамом для;good
30020;в последнии недели питаюсь лишь сникерсами и шоколадным молоком а сегодня я поем ммм я уже предвкушаю ахаха;good
30021;костя это не страшно это лечится;good
30022;rt лицо китти во время love child просто соу эпик dd;good
30023;джулиан lennon forever lennon forever lennon forever lennon forever lennon forever lennon forever хэй джуд;good
30024;бугагага еще 2 спора с папой нуу с посмотрим кому повезет;good
30025;он вчера настолько пристально смотрел что я засмущалась ахахах;good
30026;не ругайся а то металлокерамический портсигар не получишь;good
30027;rt сказочные встречи онлайн знакомства;good
30028;господа кто то сделал зачем то фэйк моего аккаунта и ломится ко всем в друзья не поддавайтесь на провокацию;good
30029;вчера у меня были загоны по поводу религии сегодня по поводу курения интересно что будет завтра;good
30030;как нас могли обогнать четыре mtvstars 3 seconds to mars;good
30031;rt чай чай это хорошо спасибо я тоже люблю тебя 3;good
30032;ибо нехер в каждом сугробе девочку валять d;good
30033;киииииисяяяяяяя моя кисяяя кицмена;good
30034;з новым годам родны край i другiя края таксама з новым годам;good
30035;нее не так с такими зачетами и экзаменами совсем не до праздника;good
30036;ааа в парке победы детишки так здорово катаются с горки;good
30037;rt с сегодняшнего утра фотка d;good
30038;да она ее смотрит только так;good
30039;rt 8 марта удалось те немногие подарки что подарили очень порадовали днем подруга заходила вечером ушли с племяшкой;good
30040;она позвонила в начале 2 чтобы сказать что она рада что это произошло;good
30041;нарастила реснички ооочень довольна результатом;good
30042;ха ты сейчас написал выплыло окошко я думала фотки на твит переключатся а в итоге образовалось 2 окна;good
30043;rt не пытайтесь бросить курить с помощью каких то средств это просто привычка а привычка лекарствами не лечитс;good
30044;ооооооооо очешуеееть мой брат работает поваром мооой родной брат работает повороооом да здравствуеттт едаааа d;good
30045;подруга моему старому другу носки в зиму связала;good
30046;ведущий майк джексон d да сашка приведет меган меган приведет друзей с марса;good
30047;сидишь задумаешься чем универ колледж отличаются от школы дневник заполнять не надо;good
30048;конкурстеннанта было очень странно одевать фрэнка потом раздевать ddd но вроде похожи;good
30049;ахахаха у меня еще кены тигров ебали аахахахха;good
30050;ой я тооож на след или на этой начну;good
30051;мне вот интересно как можно закинуть видео в инсту нечаянно оно грузятся минут 5 не меньше этож какой заторможенной нужно быть;good
30052;ну в итоге оно через ozon travel и прошло конечно да ж;good
30053;сидим с настей у меня мы серьезно разговаривали с натахой d;good
30054;rt зачем он мне пишет он хочет чтобы мне плохо было каждый раз писать ему когда на са;good
30055;да я теперь знаю но я то не угораю по scissors sisters;good
30056;сегодня проснулась с кошмарным дискомфортом и подумав об этом стало легко как то значит я все делаю правильно;good
30057;ребят посоветуйте джойстик нормальный без наворотов по цене не имеет значения но в пределах разумного конечно;good
30058;rt джулиан lennon forever lennon forever lennon forever lennon forever lennon forever lennon forever хэй джуд;good
30059;rt иногда мне кажется что люди с которыми я хорошо общаюсь за моей спиной говорят какая я дрянь;good
30060;витя бухой сейчас ссать захочется пол кватрала пол кватр пор ква пол квартала обрссу ураааа сказал d;good
30061;нее мне для того чтобы не пойти в шк нужно чтобы родители классной позвонили;good
30062;ильшатик ришка ралиф иделька спасибо за вечер круто было особенно когда ишка ришка ралиф за нами гонялись d дуракии d;good
30063;instasize готовимся к концерту gaz 311 m turbo;good
30064;а ну тогда понятно это все часовые пояса коварные;good
30065;ну да девочки правда не все носят в руке телефон в ней же ключи от машины и этой же рукой еще и жестикулируют;good
30066;ахаха да да случайно телефон на меня направился и сфоткал;good
30067;смущается эм парень сзади;good
30068;я так тональный крем в рив гош купила захожу не давно а там новогодние скидки и крем дешевле на 2 р;good
30069;rt live хорошего вам рабочего настроения;good
30070;rt смотрите какую я штуку нашел;good
30071;я тоже но у меня есть такая;good
30072;увидела объявление с оторванным уголком слуги грузчиков и так радостно чего стало на душе;good
30073;вот говорят не открывайте зеленку зубами я вам больше скажу лучше вообще ее нахрен не трогайте;good
30074;я кажется понял хорошо я буду сидеть с доном;good
30075;мне больше нравиться когда у нас сухо и солнечно;good
30076;я сняла пленки с телефона чехол знаете а ведь он так гораздо лучше;good
30077;rt lennon forever какая синтия какая йоко только пол х;good
30078;rt fj вообще крутейшие заряжаете энергией прям;good
30079;заза одоржин узснийх алтаа авчихсан шуу;good
30080;rt рачком не стань случайно;good
30081;моя лента 1 mtvstars one direction 2 mtvstars 3 seconds to mars 3 левые чуваки и знаменитости;good
30082;меня ломает цена ахаха 8 и я совсем не знаю их песен ахах но у меня знакомый идет и спросил могу ли я типа за компанию;good
30083;rt ахах d может вы с ним родственники боже что я несу d;good
30084;сегодня будем сама жаркая ночь качнем по полной;good
30085;он и серого звал но тот сказал да ну нахуй ddddddddddddddddd;good
30086;блокбастер чеченский и дагестанский;good
30087;ты явно преувеличиваешь dd посмотрим через 4 года хд;good
30088;да да да мен кидала он у меня в списке есть хд;good
30089;папа сказал много не пей ахаххаха за кого он меня принимает;good
30090;rt удар канги в сантиметре от штанги звучит как стихи;good
30091;вот как у возникают столь гениальные фразочки этот его таинственный чай я тоже такой хочу d;good
30092;ахах сколько ты то раз за день упал d;good
30093;как вообще отпраздновали очень даже хорошо;good
30094;вот сейчас понимаю что быть украинцем круто все же;good
30095;пришлаа обувь купили мне продуктов накупили многоо никиту с женей видела;good
30096;ахаах мы еще пирамиды построем и ельфовую башню выкопаем каньен и сделаем водопад виктория китайцы умеют подделки делать;good
30097;мне нравится ваше мнение и в целом у всех свои достоинства и недостатки независимо от м или ж;good
30098;лол дали в флажок в макдаке я так похожа на маленького ребенока d;good
30099;да я тоже ему говорю что он урод;good
30100;моя реакция на первую половину твоей заявки;good
30101;rt мы сегодня с тимой развлекались в segafredoastana astana astanacity;good
30102;еще может за угон автомобиля;good
30103;и как бы не было больно когда то я сяду закрою глаза и прощу их за все и просто улыбнусь;good
30104;все норм жизнь продолжается не стоит кипишь создавать;good
30105;ахахахах я имел в виду дорога на сочи d;good
30106;важно даздравствует наша молодешь утром не разбудищь ночью хер найдешь;good
30107;ооо слболезную жена моя с p s если что ит не я;good
30108;rt адмиральская сплетница ну ахуеть теперь ddd;good
30109;доктор кто пока еще не мейнстрим слава богу я ее лично вообще покупать не хочу d;good
30110;rt разочаровашка;good
30111;в любой не понятной ситуации начинайте трахаться d;good
30112;просто нереальноооооо так же хочу;good
30113;rt была очень рада всех увидеть сразу поняла кто скучал а кто лишь делал вид что скучает спасибо 2 дашкам за теплоту;good
30114;прийшов друг який мене в дитинств забирав до себе гляд в такий дорослий йомайо d а я так залишилась малявкою яка ходить в школу;good
30115;клево потренили дельты сегодня жму в смите 35 кг ахахах шок;good
30116;это любовь это надежда;good
30117;подмосковье пурга метет поземка машины едут как будто на севере красиво;good
30118;ахаха согласна но видимо макару было это очень интересно знать d;good
30119;я понял спасибо непривычно я перекресток крауля токарей вспомнил был слегка в шоке;good
30120;ахаха да нее просто не спалось;good
30121;rt это еще не все d луишка 3;good
30122;ну отпусти ну рома сука d;good
30123;девушка рядом не слишком то счастлива я бы коряну в руку вчепился и хуй бы отпустил d;good
30124;большой флаг украины стоит 55 гривен флаг европы 65;good
30125;никто не хочет поиграть в сказочку;good
30126;снег пушистый пушистый хлопьями падает погуляй;good
30127;rt одесса и луганск хотят снега;good
30128;уже очень хочется 24 декабря и дальше рождество новый год сказка волшебство;good
30129;не тормози айда со мной поедишь икэулэшеб сноуборд будем гонять;good
30130;rt хорошая вещь компьютер посидел за ним 5 минут и полтора часа прошло;good
30131;rt терпеть не могу сушилки для рук которые воздухом дуют это же долго шумно и бессмысленно бумажные полотенца рулят;good
30132;нииит не ошибаюсь мне нужно твое фото в доказательство только тогда поверю;good
30133;rt кушаю спасибо и тебе хорошего дня;good
30134;голова совершенно не слушается меня девичник прошел на ура когда засыпаешь с фатой подружки невесты на голове;good
30135;ну ты хотя бы в уме была все остальные пиздец на самом деле я даже не плакала узнав все я так горжусь собой;good
30136;артем я с тобой не разговариваю тогда я объявляю тебе комнатный байкал ddd;good
30137;морская обезьянка по имени дианка с очками из китая такая вот крутая ахахах оо началось;good
30138;rt такой классный мульт ща показывают назыв тор легенда викингов;good
30139;собираемся вместе с в москву а нам собраться только подпоясаться ждите путевых заметок от обоих;good
30140;ахах женяя dd на новый год подарим тебе;good
30141;rt чем ты старше тем смешнее кушать мороженое льдинку;good
