Num;Review;review_type
5001;идем с полькай на могилевскую за сигаретами холодно пипец;good
5002;и кристиана который только пришел и еще мало знаком но уже занимает свое место в твоем восприятии уже свой почти;good
5003;ахах нуу кто знает кто знает после того что между вами было он просто обязан на тебе жениться ахах;good
5004;хорошее начало субботы сижу на компом слушаю linkin park и пью пиво ночка будет долгой;good
5005;знаете я братику подарила радугу которая разноцветная пружинка из пластмассы так это его любимый подарок теперь он с ней спать пошел;good
5006;а что вам больше нравиться;good
5007;ахах згадався момент коли в зал р зко зникло св тло фраза альфьорича яку напевно почули вс в зал вы что ахуели;good
5008;rt я тожи лах но завтра не иду;good
5009;перси джексон и похититель молний просто супер фильм пойду смотреть перси джексон и море чудовищь 3;good
5010;зато сходила на каток а теперь дома буду болеть;good
5011;возьми мне пожалуйста а то я не смогу пойти позязя;good
5012;с юрием и петей специально для vadim instagram;good
5013;rt ехууууу наш первый с женой снеговик;good
5014;с ума сходят здаровые люди а я и так сумасшедшая;good
5015;с радостью 3 та вот дела dа тебе вообще крупно повезло я бы пересмотрела бы 3;good
5016;доброй ночи тебе и сладких снов пробуждения легкого добрый человек;good
5017;а что делаешь когда тебе жарко и ты хочешь ноги из под одеяла вытащить но духа не хватает;good
5018;я еще не успела вот зашла это сделать снег мокрый мягкий чистый много;good
5019;если вам хочется чего то вкусного то можно заняться спортом и перехочется проверно;good
5020;простите неудержался х но ох уж эти стоп кадры х;good
5021;а я думала сова угар блин;good
5022;не надо искать судьба найдет d;good
5023;завтра предстоит хороший день если мне дадут выспаться поэтому всем спокойной ночи;good
5024;мне не щего от тебя не нужно d;good
5025;настроили подмосковному солдату wifi через еимвьювер теперь у нас и социальный статус;good
5026;rt по телеку показывали квартал 95 они пригласили чайф наконец то догадались что киркоров и моисеев не нужны вообщ;good
5027;а у меня под окнами на каждое деревце художественным беспорядком навертели гирлянд тоже правда со стороны трассы только;good
5028;смотри какая прелесть;good
5029;rt о оленька здароу;good
5030;лентакиньсвоюфоткувтвиттер ну вы поймете где я dd;good
5031;или вот ну еще постов меньше и лайкают чаще поэтому но все же;good
5032;rt mtvstars one direction как всегда;good
5033;возможно тому виной те пять минут когда я шел без шапки из магазина домой х;good
5034;сказала папе что аллергия на сладкое папа решил меня пожалеть и накупил мне дофига шоколадок сникерсов и прочих сладостей люблю его;good
5035;николай прям в таком цветничке;good
5036;и вот не дай бог он меня читает в твиттере еще я вообще поржу если он это видел d;good
5037;ахахаха весело сидим жаннетта и люсьена ну даете ппц;good
5038;rt накажут при чем по несколько раз каждый;good
5039;так у тебя 2 таких счастья не знаю то ли поздравлять тебя то ли сочувствовать;good
5040;да виктор не надо у нас все с квиддичем сложно;good
5041;ахах я ж ведь говорила лучше покупай на запас;good
5042;ахахахах це нада чути коли це кричать в ст р к;good
5043;rt сегодня прекрасный денек купила с андрею подарок на день рождение;good
5044;все хорошо хорошего в 195 раз больше;good
5045;rt истинно женский набор магазин лента краска бокалы шампунь незамерзайка жидкость томск;good
5046;круто ахуенно вообщеееееееее а мы на хоббита с сашей идти планируем;good
5047;я излучаю добро ибо зависть злость и тому подобное прерогатива слабых или просто идиотов;good
5048;и мне тоже я думаю настанет тот день когда я сменю себе имя в твитере на настоящее;good
5049;у него круче хотя пофиг я скорей в его классе чем в своем ахаха;good
5050;всегда так красиво стрелки подводишь;good
5051;балдею сейчас мне делают массаж а перед этим был такоооой расслабляющий душ одним словом кайф;good
5052;если приглядеться то можно увидеть рекламу imac;good
5053;добро пожаловать лучейсаранхулектебе;good
5054;для именинников 7 декабря эта песня спокойной ночи;good
5055;rt реклама пашиной фирмы в жж радуловой;good
5056;rt 1 29 11 13 в стамбуле состоялся финал первой всетурецкой олимпиады по русскому языку посвященной 115 летию славянской;good
5057;и кому плюсуешь обоих упомянула;good
5058;rt 3 поддержку оказали координационный совет соотечественников в турции посольство россии генконсульство в стамбуле и рос;good
5059;rt читай мне бровушка дала;good
5060;с днем рождения улыбок и радости и детишек побольше;good
5061;я знаток и большая любительница термальных ванн на итурупе и кунашире принимала ванны практически во всех;good
5062;неотказался бы попробывать сайт lockerz думаю интересно;good
5063;вам смешно а мужики с ума сходят и перестают бриться;good
5064;это тебе говорит человек который носит с собой пистолет ничего не поделаешь гавнюки хотят моей смерти;good
5065;все решено идем в лавину;good
5066;как жить то дальше коди на кого ты нас бросил аркадий не доволен возвращайся поскорее;good
5067;мы можем поздравлять собутыльников двух типов;good
5068;ахаха я просто с 7 вечера до спала d;good
5069;rt дам мозгом был но в классе ноги об меня вытирали кароч ботаником обычным;good
5070;все ведь хорошо стрелка васильевского острова;good
5071;мне нужен человек который мне будет все время поднимать настроение;good
5072;спасибо наверное сейчас это самые лучшие слова которые можно сказать в данной ситуации;good
5073;кстати да удалиться это сложно как то я тоже задрот я уже собиралась хотя бы неделю не заходить ага конечно не выдержала;good
5074;интересно как там мама с папой наверное им сейчас очень весело;good
5075;бляяя 9 дней подряд вставать в 6 2 капецц силы мне и выдержки гребаное но последнее дежурство;good
5076;rt там снова кто то открывает рот под музыку;good
5077;жду безумно 14 декабря едем с ю на хардкор;good
5078;гражданин инквизитор это важно в перу зачтем как желание мы же не звери все понимаем только зверушек там не тираньте;good
