Num;Review;review_type
20001;rt писать упоротые стихи в упоротой беседе могем блин это настолько упоротая беседа х а потемкина обжирака с;good
20002;в том то и дело что всем это какой то уже тренд которые ни к селу ни к городу забей минутка негодования;good
20003;пользуясь последними минутами этого дня хочу еще раз поздравить c днем рождения спасибо всем за такой замечательный вечер;good
20004;не верьте это от зависти и тупости в россии большинство вас поддерживает и надеется на вашу победу;good
20005;rt живой коридор;good
20006;если тебе плохо иди и танцуй после танцев всегда хорошее настроение спасибо вам за это;good
20007;кухня сериал просто супер ахаха смеюсь целый вечер то вечернийургант то кухня классно;good
20008;rt между прочим нажав на ретвит ты помогаешь шоу;good
20009;ахахаха d где ты сейчас у дедушки мне не это интересно а что место кровать;good
20010;та не за что как кстати он прошел 3;good
20011;любовь это жизнь по крайней мере для меня без любимого никак нельзя;good
20012;rt забавно возвращаюсь с занятия по ирландским танцам а по телевизору матч россия ирландия 3 пойду посмотрю;good
20013;ахахаэ хорошо с лучик встретились поржали от души d;good
20014;пойти гулять потом поиграть в снежки поваляться в снегу сделать ангелочка покататься на льду умыть друга снегом выходной удался;good
20015;rt фраза дня заинстаграмь еще твит вконтакт;good
20016;ну сейчас будет 12 и настанет 8 декабря и все оф;good
20017;rt 6тысячный твит ушел на ретвит о культурном воскресенье значит оно того стоит;good
20018;rt иван царевич и серый волк 2 идем в кино премьера 26 декабря;good
20019;серьезный коробков о о твиттер не будет прежним;good
20020;ага а пот м вони з нами п шли тупо всю дорогу мовчали;good
20021;ахаха чего почти он же такой миленький 3;good
20022;мы тебя порадовали откликами;good
20023;rt ну вот пересобрал всю генту надо бы научиться ставить стейдж 1 и 2 обживаюсь понемногу интересно;good
20024;хочется положить хуй на учебу но понимаю что не могу супе е ер;good
20025;ночьвластелина это о фильме но я подумала о комиксах с афроамериканцем d шутка минутка;good
20026;погуляли сегодня вечером с отличный вечер провели однако;good
20027;полуночный бред для х;good
20028;говари быстро указ указуказуказуказуа материшся гадость даже джентельмен такого бы не сказал ахахах димаа;good
20029;ну да сан саныч серьезный мужчина как эстафета прошла удачно;good
20030;rt иван царевич и серый волк 2 идем в кино премьера 26 декабря;good
20031;теперь станем счастливой нг на носу емае d;good
20032;да ребята было весело;good
20033;q перечисли всех кто был у тебя и чем каждая запомнилась a;good
20034;чтобы как можно подробнее переписывать титры я научился писать глядя на экран 3 follow;good
20035;ну я думаю этот твит не уйдет в забытие;good
20036;и ни один из них не сказал ни слова правды о том где они были ff follow;good
20037;когда не хватает аргументов переходят на личности смешно;good
20038;люблю старый но на нем много параши всякой которая меня компрометирует ахах d;good
20039;да тоже ноль полный все стали ходить с короной;good
20040;на улице первый снег а вернее первый град севастополь;good
20041;ну чтож подведем итоги дня фарма ты просто чудо когда я тебя понимаю после пар вкусные пироженки и замечательный вечер круть;good
20042;rt уже второй десяток лет так бывает;good
20043;быть в активном поиске это как бегать по улице приставая к мужчинам с просьбой ну влюбись в меня ну пожалуйста;good
20044;rt ты это ретвитнул ты в край ебнулся;good
20045;rt вромайдан запрошую завтра погуляти з мною буде ще м льйон;good
20046;она так быстро прошла что не услышала;good
20047;rt соскучилась по своим телочкам вечер у артамоновой в гостях охуенен;good
20048;через 2 года сегодняшним буду поражаться;good
20049;rt вот так сидишь спокойно никого не трогаешь и тут узнаешь что сегодня твои именины и день сразу как то лучше стал;good
20050;ахаха это чисто совпадение между прочим отлично вышло;good
20051;злой хомяк не любит баварские сосиски;good
20052;в том то и дело что у тебя лежит все даже что не нужно d;good
20053;а у кого то пополнение в семье увы не у меня но почти у меня;good
20054;rt все збс мне все нравится хорошо даже отлично общаемся d;good
20055;ку ку всем наконец то нашла чуток времени написать сюда за это время оч много чего изменилось но как сказал один человек это все к лучшему;good
20056;rt теперь все видели группу луиза в действии dddd;good
20057;серьезная литература расскажешь потом очень крутая книга;good
20058;в письме татьяны 78 строк их нужно выучить ко вторнику параллельно с другими уроками;good
20059;ааа все теперь понятно спасибо ну вы когда поедете одессу не разбомбите;good
20060;все же есть какая то приятность когда у человека регулярно в статус транслируется песня которую ему скинул именно ты;good
20061;rt сегодня с утра об диму ударилась до сих пор челюсть болит;good
20062;пока сегодня сидела в очереди к стоматологу мне предложили чай или кофе о за два года в первый раз d;good
20063;ползая по пк случайно наткнулся на диабло 2 затянуло;good
20064;все спят и я такая пробираюсь на кухню за мандаринками и соком;good
20065;наноконтрол модный контроль твоего веса также на facebook худеем быстро эффективно и модно;good
20066;rt спасибо лен благодаря тебе меня решили все одновременно поздравить и типа так от души от сердца ахах ну спасиб всем;good
20067;люблю моих и иру за сегодняшнюю реакцию обе просто одинаково;good
20068;так завтра с меня благодарственный пост всех кто принимал участие в а сейчас пора спать спасибо всем кто с нами;good
20069;не развернув картинку полностью подумала что мой политех и немножко охуела а потом до меня дошло d;good
20070;по улице ходила профессор с гамадрилой она она не замужем была;good
20071;я только по инету и заказываю ибо в магазинах дорого;good
20072;rt словам пересмотреть и one piece тесно в одном предложении;good
20073;блин предлагаешь каток у тебя дома заливать;good
20074;болею всегрустно но надеюсь на лучшее береги себя твой друг;good
20075;ахах нет меня уже разлюбил давно;good
20076;спачибо вроде как в 4 3 сбор а ехать примерно час час тридцать с;good
20077;себя занять я могу d и так времени ни на что нет;good
20078;какая любимая группа группа ван ди а так ловато форевер;good
