Num;Review;review_type
35001;ааааууууу я толе вопросы на аск хочу;bad
35002;эххх жалко что даже я не смог с ней поговорить;bad
35003;в прошлый раз когда я задал вопрос по компиляции там мне сказали что это оффтоп и закрыли мой вопрос;bad
35004;я тоже бываю не классной;bad
35005;смотрю репортаж про нашего брошенного скопинского младенца;bad
35006;я ни хачу сматрить втарой раз;bad
35007;rt блин вот зря они webfont не прицепили к своему сайту;bad
35008;rt пиом как яма невозможно дозвониться до людей находящихся там;bad
35009;rt у нас совсем мало времени mtvstars 3 seconds to mars;bad
35010;а мне обидно;bad
35011;у меня такая же история только она о том как я пытаюсь поправиться и все 48 кг и это не хвастовство а сожаление;bad
35012;девчонки есть такие кто не смог поехать к своим солдатикам на присягу;bad
35013;rt ссать хочу трека про ислам не будет;bad
35014;вчера и мы снежками бросались а сегодня какой то облом с выйди на час на улицу наташа подыши воздухом учеба не убежит;bad
35015;ооооу у тебя есть автограф алекса;bad
35016;страшно терять близких друзей а еще страшней родственников;bad
35017;нувооот уже известен новый лайн ап the ocean буду очень скучать по своему любимому составу;bad
35018;я не верю во фрирарт не труъ киллдуй;bad
35019;ляпис трубецкой на майдане а я на работе;bad
35020;ужасно болит голова все ломит насморк озноб тебя нет рядом;bad
35021;ах вот повезло вот я бездарность еще не садилась;bad
35022;rt и это мы все в мире так мало искренних людей;bad
35023;не был у компа 2 дня а тут уже полный завал не буду читать столько сообщений;bad
35024;брат задротит с друзьями в икс бокс а мне скучно;bad
35025;местал об акустике люмена но не сбылось кто где а мне делать нечего;bad
35026;кароч я не знаю что происходит;bad
35027;rt блин уродство испортили клавиатуру было как говорится найдите две большие разницы;bad
35028;ох жалко я его куриный танец не видела;bad
35029;cleaning мама запилила убирать квартиру какая лень;bad
35030;келлюша после водки синюша блядь это единственное что я смог придумать;bad
35031;так то не справедливо что комендантский до 9;bad
35032;выпендриваются и выпендриваются а потом херак и 3 летние одиночки vbishkeke блин иногда этого и боюсь;bad
35033;все уже на дискаче а я дома не отпустили;bad
35034;rt чертова привычка засыпать не одной а;bad
35035;теперь я обычный парень который хочет девушку лишенный всяких надежд получить ее в ближайшем времени;bad
35036;открытие гипермаркета лента перенесли на 14ое едем в метро лента;bad
35037;rt я больше не мэр гимназии 9;bad
35038;rt ссать хочу трека про ислам не будет;bad
35039;холод меня переполняет я один где же моя дурацкая улыбка я ее потерял;bad
35040;rt неделю это много надо постараться выбросить все ненужные мысли и тогда будет лучше;bad
35041;все спят уже даже поговорить не с кем и женя ушла с;bad
35042;ааааа я тож так хочу но не видать мне в жизни такого;bad
35043;хочется сделать что то красивое красивую вещь или фотку но как только доходят руки понимаю что я дно неспособное;bad
35044;но все равно даже не поговорили что говорить об обнимашках;bad
35045;выкинул убунту воткнул дебиан шестой на нетбук lenovo s12 проц греется сильно температура 7 градусов если особо;bad
35046;ага да и не поговорили толком все нам с тобой надо назначить встречу;bad
35047;ну это ж 1 ый терпеть не могу этот канал в плане музыки и вообще он самый коррупционный;bad
35048;ахах бляя седня день траура но я пощему то упрт;bad
35049;последнее дежурство за 9 класс уже как прежде ничего не будет;bad
35050;аааааа майкоооон чуть выше ворооот локомотив рубин впередлоко;bad
35051;вот я тоже так решил вчера когда случайно их увидел 3;bad
35052;сижу я значит одна дома и мне скучно;bad
35053;котейка прищел хорошо что ты рядом мне тут ужасно;bad
35054;мы делаем мясо прямо сейчас но я все равно блять не могу без тебя;bad
35055;факин шит тви не дает изменить фон на точнее не дает замостить;bad
35056;россия отрывается круче чем америка да вы че слепые все чтоли;bad
35057;сегодня я не ходила на балет с я забалела горло болит сопли и т д;bad
