Num;Review;review_type
10001;а помните мы в детстве говорили фууууу как можно целоваться в губы там же слюни противно;good
10002;наши ночии круты были очень скучаю куколки моии;good
10003;по вышке молодец ммм стараюсь;good
10004;красота нужна нам чтобы нас любили мужчины а глупость чтобы мы любили мужчиy follow;good
10005;на улице так сильно снег метет что я даже до магазина дойти не могу;good
10006;rt вот что значит проснуться 5 минут назад уже дважды сообщения не в то окно отправил;good
10007;желаю что бы у каждого так было счастья вам всем 3;good
10008;ааа я забыла что сегодня школа я то не пошла а ты что сейчас в школе;good
10009;субботнее настроение отличное ко мне прилетела приятная новость;good
10010;спаренный урок с 7к алинка чувствую себя немножко сумасшедшей d;good
10011;на северном полюсе нет рэперов потому что там очень сложно вырасти на улице autofollowback;good
10012;аоаоаоаоа лапали хунханов подари мне свои руки d еще неизвестно они приедут в феврале это точно;good
10013;всем удачных выходных не грустите и радуйтесь самым простым вещам;good
10014;а я хотела хотела хотела чего то вобщем хотела но пока ломали мое настроение все желания тоже сломали;good
10015;возьму свои ошибки выброшу в окно и верю в то что все будет хорошо;good
10016;а я решила перед парами убраться в шкафу там уже неделю бардак d далеко еще идти то тл бы убрал в сумку замерзнешь;good
10017;17 ну ты чемпион блин зачем я ходила на пары d;good
10018;сегодня пойдем гулять с катей наконец то;good
10019;забила на колледж в субботу потому что сериал волчонок не может ждать;good
10020;кароче я буду снимать свои штаны вечером ок d;good
10021;мы сила страашная сила мега страшная сила d;good
10022;rt 7 декабря день любителя поспать cегодня мой день;good
10023;эхх да ходили бы вместе хоть не так скучно было бы;good
10024;rt ахах надя вообще красава ебальником в снег ебнуться это же надо так;good
10025;буду стараться почаще писать их в таком случае;good
10026;есть мысли возможно туда и собираюсь;good
10027;я люблю пятницу ахахаха и так каждый раз люблю своих общажных малых;good
10028;у него такие глаза голубые я прям не могу;good
10029;вырубилась вчера в десять часов вечера проснулась минут 2 назад я выспалась наконец то;good
10030;люблю одногруппников за то что они могут доебаться до меня с самого утра;good
10031;альтернатива акции coca cola с крышечками собери 1 люков и получи п зды от жкх;good
10032;rt заставила кая поесть рыбку вчера и завтрак сегодня утром чувствую себя героем d;good
10033;много умных людей догадывается но мало кто видел зеленую и синюю солнечную окраску;good
10034;почему для машин еще не придумали собачий режим чтобы она сама стряхивала снег;good
10035;понятнооо надо же было с умничать как без этого;good
10036;обратите внимание на состав китай отжигает китай дерево металл china;good
10037;зачетный игры все три купил в свое время играю в третью;good
10038;я выспалась теперь буду стараться ложиться в 22;good
10039;детки во флориде заценили трейлер нимфоманки перед просмотром сказки от диснея дисней;good
10040;и поддержка конечно же будет как всегда;good
10041;проснулась вот настроение хорошее сегодня будет веселы денек;good
10042;апрель слово само греет а пока пока я зачитываюсь книгой белой с картинками вьюги снег идет хлопьями;good
10043;мужчины зима единственная возможность слепить себе бабу по своему вкусу не упустите свой шанс;good
10044;но не такую же стремную но с растяжкой збс;good
10045;мне про восьмилетнюю девочку рассказали которая спрашивала у крестной что такое секс что она в инете про него другое читала;good
10046;антоша грешную мою душу прости еще актуально можно на следующей неделе все таки встретиться;good
10047;а запрет и не нужен был в те времена тв в ссср начинало работать только с 8 часов утра уже после прилунения;good
10048;положила деньги на телефон теперь контрольную по физике точно нормально напишу;good
10049;rt еще забыла может я кого прекрасного пропустила и не читаю людиии отзовитеееесь;good
10050;енеедер дэггуйтмээр бх юм алийн болгон томоотой явахав кк з лээд г хэхэ;good
10051;кто то сильно постпралась будем скучать;good
10052;какой слог дебила кличко он в школе то учился если надел форму сс то окрасил себя в цвета в которые окрасил;good
10053;я уже много раз об этом пишу но гайз попробуйте сырок пингвиненок понго такая нямка ваще d;good
