Num,Review,Review_type
50001,"сіз ешнәрсе жасамайсыз, сценарийді тоқтату үшін көп ойланып жазған жақсы адам",bad
50002,Сіздің сүйікті телехикаяларыңыз аяқталғанда өмір ауырады,bad
50003,"автобуста мен біреуге ғашық болған сайын, одан шыққан кезде ол менің жүрегімді жаралайды",bad
50004,14 таңбадан тұратын бұл шектеумен мен өзімді қандай да бір дәрежеде кем сезінемін,bad
50005,бүгін хоккейшіден осылай сұрады,bad
50006,Менде түрлі твиттер бар,bad
50007,"осындай жақсы ауа-райының арқасында бүгін бәрі атаққа жете алмады, кешіріңіз",bad
50008,"Кенеттен Яндекс-те 1 444 операсындағы авторизация өкінішке орай десудан түсіп қалды, мен оны қолданамын деп ойладым",bad
50009,Мен кішкене қондырғы үшін сылтау ретінде стивенсон коласын және шоколадты сатып аламын,bad
50010,"жоқ, мен өзіме қарсы болмас едім, мен тәттілерді жақсы көремін, бірақ мен өзім көптен бері тамақ ішпейтінмін",bad
50011,фигура туралы менің кешендеріме тағы біреуі қосылды,bad
50012,твит жазуға уақыт жоқ,bad
50013,шынымен үйге бару әлі күнге дейін ме және ол менің дүкенге үйден баратынымды білмейді,bad
50014,Buee ноутбуктағы Venda-ны қалпына келтіруге мәжбүр болды,bad
50015,rt қазір ашық аспанның ортасында найзағай болды,bad
50016,"анам даршын печеньесін сатып алған кездегі күлкілі сезім, ал сіз даршынды жек көресіз",bad
50017,"Мен үйде отырмын және мен svn-дің жобасымын, жоба жарты гигабайтты тартады, бәрібір анлимге қосылу қажет емес",bad
50018,Таспадағы екі мас адам әрдайым сергек Эндрю үшін тым көп,bad
50019,біздің түрлі-түсті пәтерімізден кейін мұндағы ақ түстің бәрі менің тым болмаса зиммерімді қалай әртараптандыруға болатынын білуге ​​тырысатын сияқты,bad
50020,"Мен 2 5 сағатта тұрамын, әлі ұйықтамаймын",bad
50021,"rt мен мұны айтып отырмын, бұл ештеңе айтпаңыз",bad
50022,"Мен сізді жатқа білген кезде жек көремін, ғарышқа хабарлама жазатын басқа еш жерде жоқ және менде мега идея болған",bad
50023,"Мен де қуаныштымын, бірақ бәрі оны тағы бір апта талқылайды, содан кейін екінші маусымды күтеді",bad
50024,"rt олар қандай жақсы адамдар, әрине",bad
50025,Мен тәжірибе жасай алатын алдамшы жаратылыстарға сене аламын,bad
50026,"мектеп оқушылары азаптау аштықты ашты мектеп үйі сабақ сабақтары ұйқы оянды, сондықтан күн сайын",bad
50027,"rt, егер олай болса, ертең физик келеді",bad
50028,Воронеждегі рт оқушыны өлтірді,bad
50029,"егер сіз ойласаңыз, менің достарым өте аз",bad
50030,"Мен кең терезе тақтайшасын алғым келеді, тар жерде ваниль болуы ыңғайсыз",bad
50031,"бүгін біреу алып, жалғыз Жапонияда кешкі ас ішті",bad
50032,"rt күні бойы ұйықтады, ал түнде мен де темекіні қаламаймын",bad
50033,"Мен жасөспірімдер құрамасының 2-ші маусымы тек бір жылдан кейін болатынын білдім, мен қазір көруге қатты ренжідім",bad
50034,"rt барлық соңғы серияны күту маусымын жақсы қарады, спорттық режиссер әлі күнге дейін жаратылыс",bad
50035,"өзіңізді қалай алып, осы мороникалық биофизиканы үйренуге мәжбүр ету керек",bad
50036,"Мен, әрине, 13 жұмаға сенбеймін, бірақ ертең өте қиын күн",bad
50037,"менің кесірімнен көп ақша шешемнен жұлып алынды, мен қандай баламын",bad
50038,"кейде адамдардың білмейтін нәрсені іздеуі және тануы мүмкін екендігі таңқаларлық, және менің қызығушылығыммен менде де осындай қабілет бар",bad
50039,"Санчик ешқашан мені қорламайды, бірақ осында",bad
50040,және кәдімгі визалық класс немесе шебер картасы қайда,bad
50041,"rt мен мұны айтып отырмын, бұл ештеңе айтпаңыз",bad
50042,rt Менде де аюлар бар,bad
50043,трт ішіндегі би туралы не айтуға болады?,bad
50044,хмм мен әлі күнге дейін мектепке барамын апай Грегор вна мені жақсы көреді және жоспар ламати,bad
50045,жас кезіндегі дискотека,bad
50046,сауығып кету,bad
50047,"Мен ауырып тұрмын, бірақ анам мектепке бар, оны пойызға жібермейді деді",bad
50048,"rt бәрібір аюлар жеңіп алды, сондықтан олардың сүйікті сериалдарының соңғы бөлімін қуанышпен тамашалаңыз",bad
50049,"мен сіздерден қоқыс туралы сұрағанда, сіз мені Google-ға жібердіңіз, енді өзіңіз барыңыз",bad
50050,Барлығыңыздың ұйқысыз ұйқыға батқанымды сеземін,bad
50051,о құдайым бітті бітті мен шыдай алмаймын апталар оның жастығынсыз мен сені жақсы көремін,bad
50052,"Блиин, бұл маған осының бәрін соңына дейін ұстаудың қандай түрін білуге ​​кедергі болды",bad
50053,"Мен 14 жастамын, мен шананы армандаймын",bad
50054,rt бұл барлық жалғыз мүйіздердің тағдыры,bad
50055,"Мен қазір қатты ренжідім, мен ештеңе қаламаймын",bad
50056,Мен тек сапасыз жағдайда таптым,bad
50057,"Кеше қалай қорқып кеттім, ақымақ есімде жоқ, есімде жоқ",bad
50058,"Мен жақын адамдарыма қатты алаңдаймын, өйткені олар көп нәрсені білмейді, бірақ кейінірек оларға білмегендері жақсы деп айта алмайсыз.",bad
50059,"Тютчевке үйрету үшін мен өзімді көтере алмаймын, маған бұл мүлдем ұнамайды",bad
50060,"мұндай адамдар болған кезде шындыққа жанаспайтын керемет, мен сені қатты жақсы көремін, бірақ мен өз отбасымды және сәби қуыршақты қатты сағындым",bad
50061,"Мен сондай-ақ менің тамағым ауырып тұрған күйде емеспін, мен барлық жағдайда емделемін, ал менің баламда мұрын бар",bad
50062,rt қандай үй 2 bldzhd,bad
50063,"Жарайды, жағдайды тыныштандыру үшін мен жоғалып кетемін, менің ақымақ әзілдерім қабылданбайды",bad
50064,"Менің ойымша, үш жыл бұрынғы Мосиллафон жобасымен салыстырғанда олар әлі сорады, бұл өкінішті",bad
50065,"өкінішке орай, тіпті тексеру үшін тіркелген",bad
50066,"RT кестеде бірнеше миллион жазба бар сияқты көрінетін еді, бірақ қазір олармен жаһандық деңгейде не істей аласың?",bad
50067,"Қарғыс атсын, мен жазда дәріханада отырғым келеді, музыкаға апаратын жолдың жанындағы Настя Сладковты есіме ал",bad
50068,"Барлығында ақылды суреттер бар, ал менде Кроулимен суреттер жоқ",bad
50069,"Сашаның режимі қайтадан келді, ол жүрген кезде сорады, сондықтан менің балам менімен байланыса алмайды",bad
50070,"шынымды айтсам, мен ажырасқаныма қатты өкінемін 99",bad
50071,"Катя маған жала жауып жатыр, мен қаламаймын, ол мен үшін жас, тіпті 6 жаста, ол не ойлады",bad
50072,"қарғыс атқыр, мен қалай тырысамын, бірақ менде қандай карма бар екені белгісіз",bad
50073,"жоқ, оны тағы да тақтайшаға тастаңыз",bad
50074,тіпті Сенегал бар және Ресейге ештеңе жеткізілмейді,bad
50075,rt Мен қазір жаспын,bad
50076,Мен сізге Лана мен Гоганы ұнау үшін бергім келді,bad
50077,"қарғыс атқыр, әуенді салқын тіркемелер бар екенін білмедім",bad
50078,Мен тіпті ештеңе айтпаймын,bad
50079,ертең мен оларды күткен жек көретін дәрігерімді шақырамын,bad
50080,lol 9 бірақ мен оны жақсы көрдім lt s,bad
50081,"ППК Кобрик Африкаға бармайды, тек шевчик қалады",bad
50082,қайғы мұң күн күнді ренжітпеңіз,bad
50083,"rt Мен құлаққапта музыка тыңдап отырмын, музыка тыңдау үшін құлаққап кию керек деп ойлаймын",bad
50084,"тіпті ірі ресейлік банктер де банкротқа ұшырауы мүмкін, мен сізге ескертпедім деп айтпаңыз",bad
50085,"менің ойымша, мен оларды өз ойларымды қалай сұрыптай аламын деп алаңдайтын сияқтымын",bad
50086,"міне мен бұл туралы, бірақ қараша әрқашан менімен мас болып табылады",bad
50087,"балақай сен әрқашан олардың қасындасың, бәрі жақсы, алыста жүргеніміз өкінішті",bad
50088,"дауыс отырды Мен үнемі жөтеле сөйлей алмаймын, бірақ бәрі жақсы",bad
50089,душта шынымен акустика студияға қарағанда жақсы,bad
50090,"Шынымды айтсам, мен қазір көптеген адамдардан чепало жіберетіндерден бас тарттым",bad
50091,және мен қашан бос болатынымды білмеймін,bad
50092,"қазірдің өзінде түн болды, мен твиге енді кірдім, мен ешқашан шындыққа жанаспаймын",bad
50093,жаман жегім келеді жегім келеді маған тамақ бер,bad
50094,"Соловьевпен, әсіресе ақымақтармен айла-шарғы жасаудың бұқаралық ақпарат құралдары",bad
50095,"dirik durka, өйткені ол балаларды қуаныштан айырды",bad
50096,тарихпен ешқандай байланысы болған жоқ,bad
50097,сүйікті сериясы аяқталды,bad
50098,Мен одан әрі бізге сабақ оқымайтындай етіп бір зрозум берілмейді,bad
50099,Жапонияда қайтыс болған және хабарсыз кеткендер үшін жүрегімізді қояйық,bad
50100,мен 2 аптадан кейін оқуға сәлем,bad
50101,мен неге бәрін бүлдіретін осындай ақымақпын,bad
50102,"Неліктен менің арнам американдық стильдегі топ-модель туралы көп жазады, мен таңертең қайғылы жағдайларды қосамын, ал Джей мен Найджелдің тамшысы жоқ",bad
50103,"сондықтан бұл біздің көктемдегі көңілсіздік емес, бірақ жігіттерге деген жанашырлық, олар талантты ұйым болып табылады, сіз оны қабылдамай-ақ қояйсыз.",bad
50104,"Мен бүгін Ниаллмен саябақта серуендедім, Майимен суретке түстім",bad
50105,сүйіктім ауырып қалды тезірек жазыл мен сені қатты жақсы көремін lt 3,bad
50106,"жақсы, үйрек сіз орамнан бес кг салмақ салмайтыныңыз анық, жай сезім",bad
50107,"Шынымды айтсам, мен оған қызық болғанға дейін көп көңіл бөлуді қойдым, бірақ қазір бәрі түсініксіз",bad
50108,rt етінен жасалған пирогтан жасалған қамыр омлет ботына ұқсайды,bad
50109,барлығы ондай адаммен танысқысы келеді,bad
50110,"tim watch skoda scho үшін қорытындылау, бәрі осылай болды",bad
50111,"Неге екенін білмеймін, бірақ қатты жылағым келеді, мүмкін мен оны енді көрмейтіндіктен болар, балалық арманымның орындалғанына сене де алмаймын.",bad
50112,ахахахахах мен ешқашан жақсы болған емеспін,bad
50113,видеолар мүлдем жоқ,bad
50114,"сондықтан мен қазір қателіктерден сабақ алып, қорытынды жасаймын",bad
50115,"біз жаңа webkit жиналысын күтеміз, әйтпесе негізгі қондырғышы 2 95 нұсқасы, ал webkit тағы 2 7",bad
50116,"әйелі Дания деп аталатын бала оның егжей-тегжейін біліп, әйел алғанын айтады",bad
50117,өкінішке орай бұл бірінші емес,bad
50118,"zbs жұма 13 5 жұп, сондықтан тағы 2 тест және өте жаман күн",bad
50119,жақсы жоқ,bad
50120,rt және жалпы мен кейде өзімнің лақап аты бар футболканы алғым келеді,bad
50121,"ох, біз лагерьге керексіз адамдармен бардық, жалпы онсыз да қорқынышты булоны іздемей темекі шегетінбіз",bad
50122,"rt үшінші рет, rase орнына, мен бұл идеяны айтамын, немесе жай Павлов дұрыс айтты",bad
50123,коломбо ешқашан географияны жақсы білмейтін,bad
50124,бұл жерде мен біреуін де көрмедім,bad
50125,"қызым, сен қандайсың, мен кіммен жыласам жақсы болады",bad
50126,"әже өзінің бүкіл миын үнемі ақымақ етіп шығарып тастады, қалай дөрекі сөйлейсің, ол сенің әжең ғой, мен ескісін енді түсінбеймін",bad
50127,жалпы денсаулық сақтау,bad
50128,"өкінішті емес, өкінішті емес, өйткені ол тыныш болды, бірақ оларды өлтіргісі келді",bad
50129,"ми ми бетон чиптеріне түсіп кетеді, жұмыс істеуден бас тартады",bad
50130,ертең жалғыз орыс пен бір литр сұңқар мені осылай отырғызбау үшін жалғыз қалдырады,bad
50131,мен сонымен бірге пирожныйлармен жұмыс жасамадым және жалпы теесто илеуді білмеймін,bad
