Num,Review,Review_type
60001,"тіпті Мысырда да қар жауып тұрса, біз олай болмаймыз",bad
60002,"Ресейде наразылық сезімдерінің өсуі, олар күмәнданар еді, мысалы мен қолдаймын",bad
60003,"екі трамвайды үйге жеткізіп салдым, бүгін менің жолым бар",bad
60004,"rt dr-ді құттықтай алмады, өйткені телефон dr-мен жұмыс істемеді, сиқырлы шаң мен жалғыз мүйізді лул о гт ұстайды",bad
60005,ол көпшілік назарында және үлкен суреттер бермейді 9 9,bad
60006,"бүгін бізде жақсы әңгімелесу мүмкіндігі болған жоқ, мен өте бос емес едім.",bad
60007,9,bad
60008,"Білмеймін, біреуі анық",bad
60009,мм өкпені смогтан тазартуға арналған тағамдық қоспаны жарнамалайды,bad
60010,"Мен демалыс алғым келеді, бірақ анам қазірдің өзінде дәрістер оқып жатыр",bad
60011,"иә, менің әкем татар ғана, бірақ мен бала кезімде оқытпадым, енді түсінбеймін",bad
60012,Ол қашан келетінін мен қатты сағындым,bad
60013,күлкілі емес,bad
60014,бұл менің есебім емес,bad
60015,"қазір мен диванда жатырмын, содан кейін мен курстарға барамын, содан кейін он минуттан кейін мен 2-ге ораламын",bad
60016,бәрі жақсы болса да осылай жазған кезде сұмдық,bad
60017,rt with sad Мен сізсіз жасай алмаймын,bad
60018,кез-келген сценарийде үйдегі зенит Боруссияны сағыну,bad
60019,ұрықтандыру және ұрықтандыру тыңдау ндаааааа,bad
60020,"rt, бірақ менің арманым арман болып қала береді, Торрес енді Петровскиге келмейді",bad
60021,rt сабақтарын өткізгіңіз келеді,bad
60022,"Мен тағы да Линди Хопты билеуге шыдамсыз болдым, бірақ мен бар шеберлігімді жоғалттым",bad
60023,"Мен қазір жұмбақтарды 24 есеппен шешемін, бұл қорқынышты түс",bad
60024,"uf Мен жалақы туралы не айтарымды білмеймін, сіздің Сочидегі жұмысыңыз ешқандай әсер етпейді, мүмкін сіз шығындарды өтей аласыз",bad
60025,Мен өзім кейінірек ешкімге фиксті ұнатпайтындықтан азап шегемін деп қорқамын,bad
60026,oo математикадағы бұл тест 2 немесе 3-ті жақсы көреді,bad
60027,Мен Изи Стивенске ғашықпын деп ойлаймын,bad
60028,"егер Голомазов бүкіл әлемге тартылмаған болса, бәрі жақсы болар еді, неге ол кезде спектакльді жақсарту керек болды?",bad
60029,бұл біз 12 12 жаста болдық,bad
60030,Мен және үй шаруасындағы әйелдерді өлтіргім келеді,bad
60031,12 эпизодтың періштесі эпизодтың төменгі жағы ғана толығымен аз және батырлықты жеңеді,bad
60032,Мен осы қысқы сессияда бос тұрған сияқтымын,bad
60033,тесілген аязды мұзды жел үшін тайғақ жолдар үшін суыққа еріндер үшін,bad
60034,неге мені жас Мәскеу уақытымен ренжітесің,bad
60035,"керемет жүру, бірақ барлық тізе көк",bad
60036,rt кәсіпкер Владимир Потанин бақытты медиа-бизнестен кететінін мәлімдеді,bad
60037,Туған күніңмен мен күнді білмедім және физика алдында сені құттықтамадым,bad
60038,Мен кадрға 5 минут кіруге тырысып көрдім,bad
60039,"rt компьютерде тамақ ішпеу туралы өзінің ережесін бұзып, жолда сорпа төгіп тастады",bad
60040,tape ru бүгін күтпеген жерден лас зығырды Мәскеудегі жидомасон жаңғырығынан жуып тастады,bad
60041,"rt мен Dropbox-қа жүктелген үйдегі конфигурациялардың жартысын жасаған, 5 қателікте жұмыс Dropbox-қа түскен ұтылушымын.",bad
60042,және жаңалықтың себебі - бір нәрсе дұрыс емес басталды,bad
60043,lal dya 3 azazazaz in the same,bad
60044,"Мен МТС жарнамасындағы осы шошқа банкі үшін қатты өкінемін, оның артынан ессіз апай келеді",bad
60045,rt кәсіпкер Владимир Потанин бақытты медиа-бизнестен кететінін мәлімдеді,bad
60046,қалай мен пістенің бүкіл пакетін ұрлап алдым?,bad
60047,"үлкен балалар бізбен бірге жүріңіздер, біз қарбыздан қорқамыз ахах",bad
60048,Мен жарты күн бойы котенканы көрмедім;,bad
60049,rt Мен мандариннің қабығын қоқыс жәшігіне көміп тастаймын,bad
60050,капеттер мен осылай шыдай алмаймын 2-ші күн мен көз жасыммен жүремін енді шыдай алмаймын көмек өтінемін,bad
60051,"балалар волейболдан айырылды, біз сені бәрінен жақсы көреміз",bad
60052,өте асыл тұқымды британдықтар өте ақкөңіл және жұмсақ,bad
60053,rt кәсіпкер Владимир Потанин бақытты медиа-бизнестен кететінін мәлімдеді,bad
60054,"белдікті сатып алды немесе жоқ, сіз ақша алып келмейсіз",bad
60055,"біздің соңғы аптада, сіз сәттілікке қол жеткізесіз",bad
60056,"rt кімге қол қою керек rt пернесін басу керек 3 қарғыс атсын, менде оқитын жігіт жоқ, мен оқыдым, өзара оқыдым",bad
60057,Мен бұл әнді қатты қайғырған сайын жібере алмаймын және Мариустың мойнын сындырғым келеді,bad
60058,"тікелей жарнаманың мамандары сіз кейбір мәліметтер мен сезімдерге сәйкес басу көлемін қалай бағалайсыз, ол 3 4-ке жетеді",bad
60059,"Мен осында тігіп жатырмын, сірә, жұмаға дейін интернетке шықпаймын",bad
60060,"Көз жасын төккенде мен сені бағып-қағып ала алмаймын, мен сені қатты жақсы көремін",bad
60061,Күні бойы тоңып жүрмін,bad
60062,"иә, әйтпесе сіз жұмыс істемейсіз 9 99",bad
60063,бұл қыңырлықты ешкім тіпті есіне алмайды,bad
60064,"иә, олар қазірдің өзінде мәңгілік бар деп айтты, мен трендте емеспін",bad
60065,"rt Мен осы аптада толығымен ауырғым келеді, себебі осы тоқсанның соңғы аптасы, өйткені мен қазірдің өзінде оқуға ерінемін",bad
60066,бірақ бұл тізімнен ештеңе болған жоқ,bad
60067,сіз неге орыс модасының сайтына кірдіңіз,bad
60068,"біреуінде 2-ден 3-ке дейін сабақ бар, ал бізде 6 және 4-і алгебралар",bad
60069,"менің джейбер есептік жазбам, ол компьютерді еліктіреді",bad
60070,Жаңа жылға дейінгі сессия өте қатал,bad
60071,"Мен қалаймын, бірақ менің ақшам жоқ, қайтадан әжелерден сөмкелерді ұрлап алғаныма өкінемін",bad
60072,ldpr бұдан былай оң өсудің доноры емес,bad
60073,"Мен залда кітап оқып отыр едім, содан кейін осындай шулау терезедегі апатқа қайғының тағы бір бөлігін қарады",bad
60074,математика пәнінен тестке эссе жазуды беларусь әдебиетіне үйрету керек,bad
60075,rt осы апта ең нашар болады,bad
60076,бұл менің өмірімдегі ең қайғылы жыл - мұңды сәт,bad
60077,"rt Мен отырамын 3 бөлімді біріктірумен 3 күн бойы азап шегемін, 8 іс-әрекетте шаршадым",bad
60078,"Шынымды айтсам, бұл толық n zde",bad
60079,компьютердің ақымақ тұмсығы телефонмен отыруы керек,bad
60080,"демалыстар басталған сияқты, ал мектепте одан да көп жұмыс бар",bad
60081,күніне екі олимпиада және екі зертхана - бұл толық есек,bad
60082,"а-а, енді сендердің адамдарың маған ақша жібермейтіндіктен, әжелердің неге ашуланатыны түсінікті болды",bad
60083,"Мен үй жануарларын қатты сағындым, мысықты құшақтап, итпен ойнағым келеді",bad
60084,"Мен, әдеттегідей, барлық қызықтарды өткізіп жіберемін",bad
60085,лайтбокс нысандарын көлеңкесіз түсіруге арналған осындай құрылғы бар,bad
60086,кешке дейін таспа менің кетуіме қатты өкінеді,bad
60087,"Мен дәл қазір әрең білдім, мен ұйықтаймын, маған не болып жатқанын түсінбеймін, менің басым қатты ауырады",bad
60088,"Buee ноутбукта Venda-ны қалпына келтіруге мәжбүр болды, сыбырлап, ысқырып, ысқырып",bad
60089,rt сені кім еске алатындығын ешкімге жазба,bad
60090,мені қалай жұмыс жасағым келетінін білетін бұл жұмыс маған қатты ұнады,bad
60091,"Түркиядағы кез-келген лайықты қонақүйде сіз балаңызды таңертең кешке тапсырып, оны 12-ші Мәскеу қаласында ала аласыз, мұндай клуб ашуланбайды",bad
60092,Мен мұны әр таң сайын Пушкаревтен көремін,bad
60093,"Ия, қиындық бізге жетті",bad
60094,"неге адамдар шаршайды және ұйықтағысы келеді, осыған байланысты мен өзімнің армандарымның бір жерінде қызғылт понилер жүгірудің орнына өз әлемімде өлемін",bad
60095,Анам мен семірдім дейді,bad
60096,"көңіл-күй жоғары, бірақ ертеңгі сот барлығын бүлдіреді",bad
60097,"rt оқуыма 2 аптадан аз уақыт қалды, мен тіпті қарыздар бола бастаған жоқпын",bad
60098,"эх шайнайтындар күнделікті өмірден жоғалып кетті, сондықтан ешкім ренжітетін емес деп ойлаған жоқ",bad
60099,алгебра сабағының азапты сағаты миымды тригонометриямен қайнатты,bad
60100,бәрі менің еблямды көріп үлгерді,bad
60101,"Мен бақсы-балгерлік үйді жақсы көремін, бірақ соңғы кездері бұл жанр біздің көңілімізді қалдырған кезде бәрі болып қалады",bad
60102,"Менде AdSL арқылы порт жіберу бар, маршрутизатор не upnp арқылы, не қолмен басталмайды",bad
60103,"Мен ағылшын тіліндегі эссеге әдеттегідей дайындалып жатырмын, бірақ көптен бері жауап бермегеніме өкінемін.",bad
60104,Мен ортасында қорғаныс тәртібін өзгерттім,bad
60105,"Сенің кеткеніңе 1 жыл өтті, менің қымбатты досым жер бетінде тыныштық берсін, біз жақсы көреміз",bad
60106,кел мен сағынамын,bad
60107,кешегі эпизодты таба алмай отырмын,bad
60108,"Мен үлкен шелегімді баскаға септім, сүйікті сұр сирень вельшиктен түсіп қалмас үшін құлап түсті",bad
60109,Менде алғашқы емтихан бар,bad
60110,қайтадан үлкен ит оның өміріне қауіп төндіреді,bad
60111,барыспен қала ааааааа неге мұңаямын,bad
60112,"Мен бақытты жаңа жылда тек қай жерден алуға болатындығын қалаймын, мен Аяз ата маған бақыт сыйлағанын қалаймын",bad
60113,"rt vika өзіңізді осы жағдайда ұстаңыз, мен сізге көмектесе алмаймын",bad
60114,"әркімде қалай ұйықтағысы келетіні туралы твиттер бар, бірақ мен жаттығуға баруым керек, және мен таңертеңнен бастап көңілдімін, бірақ менің ойымша, бұл ұзақ емес",bad
60115,"зенитке шірік тарату үшін барған, содан кейін зенит Дортмундпен айналысуы керек",bad
60116,"Мен оны ертең сағат 11-де аламын, бірақ бағдарламаны да үйреніп алған жоқпын",bad
60117,Қандай әдемі жігіттер қосылады деп ойладым,bad
60118,"бұл жағдайда сіздің өкпеңіз және тағы не ренжіп, қашып кетеді",bad
60119,хахаха иә жай катие ахаха кешір енді олай емес,bad
60120,ол денені бетімен жауып тастады,bad
60121,жастар 2 маусымы 14-ші жылдың 2-ші күзінде теледидарда шығады,bad
60122,"бірақ осы апта психоздармен және үміттермен өткенге ауыспасын, сонымен қатар университетке барар жолда өлмесін",bad
60123,опасыз бір үлкен мұңды қыз,bad
60124,"Кешіріңіз, жұмыс тоқтады",bad
60125,18 3-ке дейін өте күлкілі сіз батыл емессіз,bad
60126,"Ресейде біздің республикадан тым алыс жерде айналып жүрген көптеген керемет командалар мен жеке бишілер бар, маған бір нәрсе зиян тигізді",bad
60127,"мектепте олар кездейсоқ мені орындықтан құлатып жіберді, мен тіземді тістеп алдым, қалай екенін білмеймін, бірақ ауыр тиеді, мен твитті көшіріп алдым",bad
60128,"оайо gozaimasu minna san мен мұны осындай темір баспалдақта отырған кезде жазамын, әріптер ауласында, тергім келмейді",bad
60129,"және біз тарих пәнінің мұғаліміміз және оған мән бермейміз, содан кейін біз сүйікті демалыстарымыздан мектепке қайтатын нақты күнді білеміз",bad
60130,өте керемет сериал тек бір маусым үшін кешіріңіз,bad
60131,9999 9,bad
60132,"әрине, мен өзім тәртіпсізбін",bad
60133,"жақсы, кеше олар жылытуды өшірді, бүгін пәтерде суық",bad
60134,"кешіріңіз, мен басқа адамға жазғым келді",bad
60135,rt ең болмағанда өзіңізге өтірік айтуды доғаратын кез келді,bad
60136,"Әдетте жаңа жылда көрсетілетін барлық фильмдерді қарады, менің өмірім ешқашан өзгермейді",bad
