Num,Review,Review_type
40001,"және мен, бәлкім, ең жаман қызым және досыммын, жалпы хм",bad
40002,Мен туристік аштық акциясы үшін ақша жегім келеді,bad
40003,rt neg bandi bududal hamgaalagch 1 sar hiygeed yamarch ohind itgehee bolchloo geten yarzhiisnyg sonsood,bad
40004,"Мен мүлдем қобалжымауым керек еді, әйтпесе бұл мен үшін жаман болып шығады",bad
40005,999 альбом қайда?,bad
40006,менің тіс ауруым қалай ауырады және анам мені хорға жібереді,bad
40007,Беларуссиядағы өрт сөндіру машиналарының саны миллион,bad
40008,"мен неге соншалықты тәуелсізмін, ал анам мен үшін ештеңе шешпейді",bad
40009,rt neg bandi bududal hamgaalagch 1 sar hiygeed yamarch ohind itgehee bolchloo geten yarzhiisnyg sonsood,bad
40010,кеше менің сыртқы келбетім бойынша маған армян тамырлары керек деген ой келді,bad
40011,Артем үшін толқу сезімі аяқталды,bad
40012,менің ең жақын досымның маған хат жазуға да ар-ұжданы жоқ,bad
40013,rt lyubov gr e yak bi w содан кейін як брежнев ахаха ал на малатса,bad
40014,"Анам ертең бар, бірақ біз не берерімізді білмейміз",bad
40015,"сен мені таныған жоқсың, ол мені барри біл, мен есімде жоқ",bad
40016,"миы жоқ жас ақымақтар мойнына әр сүйкімді бетке ілініп тұрады, мен оларды аяймын",bad
40017,"Мен бүгін бір жерге барғым келді, бірақ менің ойымша, ешкім суық және фанераға бармайтын сияқты, қаламайды",bad
40018,бұл ыстық мені қалай қабылдады,bad
40019,hddd таблеткаларында мәңгі ауру,bad
40020,метрода балалар қаншықтар ұрлап жатыр қазірдің өзінде фаготтар,bad
40021,rt Беларуссия заңсыздық пен қорқақтықтың символына айналды by Беларуссия жаңалықтары u myane nyama kamentaro,bad
40022,"Майданда киевтіктер өз бостандықтарын алады, біз тек твиттерде жазамыз, қандай жаман пу, мәскеуліктер, москвалықтар сізді бүлдірді пәтер туралы сұрақ",bad
40023,"Мен шалбарымда және курткада отырмын, аккумулятор қосулы, мен отырамын және тоңып отырмын, жай әкем мен ноооооооооооооооо",bad
40024,"егер бұл шын болса, мен жылаймын",bad
40025,"күні бойы жақсы көңіл-күй, енді мен жылағым келеді",bad
40026,"ааа, тағы бір минут, дәлірек айтқанда, екінші секунд",bad
40027,Sochithebest жоқ дегенде мәңгілік мәселелермен жақсы,bad
40028,"міне мен жай кептіріп жатырмын және диетамен отырамын, оны толығымен ашып, суретке түсірейік, осында саусақтарымды тістеп аламын",bad
40029,"Дрюги телефон нөмірін ауыстырды, контактілер жоғалды, егер сізден сіздің қолыңызбен SMS келсе, ризамын",bad
40030,"Мен сериалды көріп бітірдім, өмірдің мәні жоғалады, мен болу қиын",bad
40031,сегізінші сынып стритболынан жеңіліп қалды,bad
40032,және сағынған құдайға шүкір,bad
40033,сондықтан біз сіздермен әр сессияны өткіземіз,bad
40034,"О, мен өзіме өте ұзақ уақыт бойы келетінім ғана емес",bad
40035,"Сергей ағай шақырды мен оны қатты сағындым, сені көргім келеді",bad
40036,rt демалыс аяқталды,bad
40037,Мен ертең мектепке технологиялық олимпиадаға бармаймын,bad
40038,Мен нашар студенттің не екенін білдім,bad
40039,"мен дәрігерді ауруханаға жатпауға қалай көндірдім, бірақ екі аптадан кейін қайтадан ауруханаға",bad
40040,және менің саусақтарым күнделікті тазалаудан сарғайды деп айтпаңыз,bad
40041,біздің қасиетті үштігімізбен түсірілген фотосуреттің Галима екендігі,bad
40042,"иә, ашығын айтсам, мен үшін ең қорлықты нәрсе - топтағы элл онымен іс жүзінде ән айтпайды, өйткені оның салқын даусы аударылған",bad
40043,Интерфейске көлік жүргізу туралы кәдімгі идеялар ауқымын кеңейтуге жол жоқ екендігі көрсетілмеді,bad
40044,"eh kvn аң аулау жаңа, ол тек 12 ақпанда болады",bad
40045,саша жақсы қайда жоғалып кеттіңіз иә иә алексеева 3,bad
40046,"үш тест және курстың студенті, мен сенің 15-не дейін қалай жеңе аламын",bad
40047,"Мен бүгін ебля едім, бастық маған оның бұйрығын орындағанымды қалайды",bad
40048,"бумер-2 оқиғаның қалыпты жалғасы, тек бақытты аяқталмай аяқталады",bad
40049,көптен бері ондай тітіркендіргіш емес еді,bad
40050,rt ата-анасының үйімен серуендеу сол жақ паркинг машинасы машинасы асфальт роликті машинасы o o,bad
40051,өткен демалыстан кейін тағы біреуі олардан үзіліс жасауы керек,bad
40052,сыйлықтарға арналған сапар сәтті және сағызша болған жоқ,bad
40053,бұл біздің елде жиі кездесетін құбылыс,bad
40054,"Өкінішке орай, бұл сапар біздің осы күндері сағынған соңғы қосылысымыз болды",bad
40055,"балалар соншалықты таңқаларлық, сіз оларды аргус филч деп атайсыз және олар ренжіседі",bad
40056,сәлем бәріне бәрі жаман әрі жақсы,bad
40057,"Мен мистицизмді жақсы көремін, саясат қызықсыз",bad
40058,Мен белгісіз себептермен ВК-дан көңіл-күйімді алып тастай алмаймын және Треняға бармаймын.,bad
40059,"мені де солай, асығыс және алгебра",bad
40060,Менде жақсы жаттықтырушының неге бұлай айтпауына түрткі болғанынан басқа мотивация жоқ,bad
40061,"Маша ұстаңыз және жалпы бұл тозақтың түрі, басқа сөз жоқ",bad
40062,"Мен жоқ деп үміттенемін, Оля үшін кешірім сұраймын",bad
40063,rt мен менің мектебім бар,bad
40064,rt ahh футбол ойнағыңыз келеді,bad
40065,3. мен саған түсінемін,bad
40066,"Кейде сіз өзіңді адамдардан жасырып тастағың келеді, тек кинокітаптармен қарым-қатынас жасау, және бұл өте жақсы және өте қиын болуы мүмкін",bad
40067,"ubuntu-ға сенбеңіз, ол дискілермен сізге жаман әсер етеді, ол қазір екі терабайтқа жуық таза түрлендіруді білмейді.",bad
40068,Мен Изизи екеуміз көп сағынғандықтан үйге барамыз,bad
40069,өкінішке орай Клаудияны LJ-ден шығарып тастады,bad
40070,"Кеше тісімді алып тастадым, сағызды үйретуім керек еді, ал менің сағызым қатты ауырады, бұл дүние мен үшін өте қатал",bad
40071,rt асқазан аздап мылқау ауырады,bad
40072,"Бля, мен бүгін де жаттығу залына барамын, бұл онсыз да жаман",bad
40073,кешіріңіз,bad
40074,үйге кеш кел,bad
40075,ертеңнен кейін мен пробирканы жұтып жіберемін,bad
40076,термодинамиканың екінші заңын байыпты қабылдай алмаймын,bad
40077,33,bad
40078,"өкінішке орай, сен ешқашан жалғыз емессің",bad
40079,психология туралы зерігу,bad
40080,maladets ai maladets,bad
40081,сіз кез-келген музыкалық аспапта ойнайсыз ба,bad
40082,"Менде сол қоқыс бар, екіншісі бір айға жуық жұмыс істемейді",bad
40083,rt олар өткен нәрсе,bad
40084,18 немесе 19 немесе 2 немесе,bad
40085,"иә, мен одан қорқатынмын, мен оқ сияқты кіре берістен ұшып шықтым",bad
40086,"Ия, соңғы кезде проблемалар өте көп, сондықтан мен қиналып жүрмін",bad
40087,"мәңгілікке ұсынылған идеал және көптеген иллюзиялар, бәрі жай бұзылды",bad
40088,"міне, бұл мені де ашуландырады, мен мұнда бір оқиға айтып беремін, ол маған тыйым салады",bad
40089,"Маған қызықты нәрсе - мен кішкентай кезімде, қараша айында мен жаңа жылды күте бастадым, бірақ қазір ешқандай мереке сезімі жоқ, ұят",bad
40090,"маршрутизаторға барғанда компьютердегі хроммен біртүрлі нәрсе, мен басқа браузерлерде логин мен парольді 4 рет енгізуім керек",bad
40091,"аоаоаоаа кенсуууууу сен неге сонша салқынсың, неге лухаз соншалықты салқын емес",bad
40092,"мен Мәскеуден алыста тұратыныма өкінішті, әйтпесе мен оны қуанышпен қабылдаған болар едім",bad
40093,бұл келбетте қаншалықты мұң,bad
40094,және сіз ештеңе өзгермегенін білесіз,bad
40095,өте қарапайым,bad
40096,rt солай,bad
40097,"түні бойы ол мені Эдвард деп атады, о, мен оған шыдай алмаймын",bad
40098,"ахх, мен осы аптада ауруханаларды шарлаудан шаршадым, сәрсенбі мен бейсенбіде екі сабақты өткізіп жіберуім керек, мүмкін күні бойы",bad
40099,және мұндай сүйкімді тіршілік иесінің неге авасы жоқ?,bad
40100,"Даяша залда ұйықтап кетті оны төсекке апаруға тырысты nuoo ол бұдан былай масенка дайашка емес, мен оны қолданамын ол қазірдің өзінде қыз қарғыс ататындай дерлік",bad
40101,"Мен тәртіпке келуім керек, әйтпесе менің тегтерімде тозақтың бір түрі бар",bad
40102,неге онымен бірге менің бір твитім жоқ?,bad
40103,"Ия, мен де ренжитін едім, бірақ олар басқа нәрсе береді немесе жай ғана құттықтайды",bad
40104,маған ертеңгі үй тапсырмасын айта алатын ешкім жоқ,bad
40105,оны алу үшін жанымды кімге сатуым керек,bad
40106,mongol hd tv eer songuliin sanal avah mashinaar herkhen luivar hiydeg tuhai movie garch bna daa sonirholtoy rt,bad
40107,"Менің ойымша, Думадағы бірден көп алтын тапанша еденге құлайды",bad
40108,"қарғыс атқыр, бұл ағылшындық күшке енді үйренудің қажеті жоқ",bad
40109,сен маған тағы манго берген жоқсың,bad
40110,әңгіме балам сен мені ренжітесің,bad
40111,RT Санта Клаус өтінемін,bad
40112,"боор әдеттегідей лақтырғысы келеді, барлық адамдар өз күштерін көрсеткісі келеді, оған адамдар керек емес, бірақ олардың зауыттары үшін құлдар керек емес",bad
40113,және ата-аналар сіздің о туралы жасаған барлық нәрселеріңізден хабардар,bad
40114,"егер сіз жылы және өте әдемі емес киімдер сатып ала бастасаңыз, онда сіз сау болып өскенсіз",bad
40115,"иә, бірақ маған қажет емес, менің Apple ID-ден кіру есімде жоқ, бірақ ол қайтадан тіркелгісі келмейді",bad
40116,"ал миняда ақ лал бар, бірақ қызыл мен қызғанамын",bad
40117,"анам бүгіннен бастап фитнеске кіре бастаған жоқ, папа спортзалға барды, о, папа, мама, мен спорттық отбасылық шокпын",bad
40118,"Сіздің түйсігіңіз сізге жер бетіндегі барлық адамдар мені аздырады деп айтатын нәрсе, өкінішке орай, солай",bad
40119,"мұрыннан су ағатын көптеген адамдар үшін сапар сәтті болды, менің тамағым ауырады және температурам 37 5",bad
40120,Неліктен олар қолма-қол ақша карточкадан басқа нәрсеге үйренеді деп айтпады,bad
40121,Неміс 5 сол жұппен Мен тірі қалмаймын,bad
40122,rt mongol hd tv er songulyin sanal avah mashinaar kherkhen luyvar hiydeg tuhai movie garch bna daa sonirholtoy rt,bad
40123,Үлкен экранда көруге уақыт табуға тырысыңыз - бұл бір нәрсе,bad
40124,Менде олар сессиядан кейін ғана бар,bad
40125,"Досыңнан айырылғанда ұят, не істесем болады, оның орнын таптым",bad
40126,"жақсы, өйткені олар сол жерден кәмпит алуға жол бермейді",bad
40127,"о, бұл шынымен терезе телефоны",bad
40128,"айтпақшы, алғашқы әрекетте есікті кілтпен ашып, оны 2 жерде майыстырмағанын түсінгенде",bad
40129,неге мен интернеттен мұны қайтадан іздеп жүрмін неге оны тағы оқып отырмын,bad
40130,"мен дәрігерлерді жек көретін жалғыз хирургпын, тіпті мен олардан қорқамын деп айта аламын",bad
40131,оның өмірі ешнәрсеге қалай тәкаппар болуды үйретпейді,bad
40132,999,bad
40133,шынымен қалай,bad
40134,"Мен қазір барлық видео күнделіктерді қарап шықтым, құдай, мен қалай сағынамын",bad
40135,"жарайды, о-о, сен оны басқа жерде ұрламайсың",bad
40136,хирург Дмитрий менің ойымнан кеткісі келмейді,bad
40137,"неге мен интернетке кірдім, диагнозды оқыдым және мен өзімді қорқып кеттім, қалай қорқамын?",bad
40138,поцелу кезінде жүргізді,bad
40139,rt winonka қазірдің өзінде Үндістанға ұшып барады,bad
40140,"Хм, хтол ауруы пайда болды, бас капеттер жарылып, анам жұқтырды",bad
40141,"қазір бізде Ташкент жоқ, бірақ Чжоука аренасы бар",bad
40142,"олар мені өлтіреді, бұл олардың территориясы",bad
40143,естеліктер әлі күнге дейін басымда сақталады және мен мұны бұрын жасамағаныма өкінемін,bad
40144,"ішкі күйі, әлемі мүмкін емес Клиффорд Симактың әңгімесіндегідей",bad
40145,"yy көптен бері vyndu 98 компьютерінің қайғылы екенін көрмедім, міне мен 2 сағатқа шошқа қойдым.",bad
40146,кешегі ПВД 15 км толығымен x x қайтадан жаңбырдың астында қатты ылғалды нөсер мен өрістер арасындағы желмен жүрді,bad
40147,Мен қазір карма туралы осындай кітап алғым келеді,bad
40148,rt осылай естіледі,bad
40149,"егер бәрі жаман аяқталған болса, онда бұл соңы емес",bad
40150,"біздің жұмыс бөлмемізде өте суық, сіз тіпті жаңа жұмсақ креслоларда ұйықтай алмайсыз",bad
40151,Мен де тек сенбіде ғана бізге бұл жұмысты берген жоқпыз,bad
40152,біздің елімізге және осындай гүлдердің гүлзарына,bad
