Num,Review,Review_type
45001,vk жаңартылған кезде rt,bad
45002,мұң қайғы 8-ші мартта жабылған шай кофе бақшасы болып шығады,bad
45003,"Маған таңудан шаршадым, бұл жеткілікті, сондықтан жоқ, маған қажет емес және қажет емес, мен қазірдің өзінде жоғалттым және жоғалтамын",bad
45004,"олар өте зиянды, сондықтан Ваня сияқты ақымақтар мұны түсінбейді",bad
45005,"Инстаграммен бірінші рет емес, мен бір фотоны жүктегенде, мүлдем басқасын жариялаймын",bad
45006,"Қарғыс атсын, ең болмағанда өзіңді солға қарай жұлып ал, мен үйге барамын, оңға жете алмаймын, солға кетемін, үлгермеймін",bad
45007,RT мәңгілік естелік сізге kimochka туған күніңізбен,bad
45008,Мен мағынасыз темекі шегуді бастау және 9 9 микроавтобустарын ұрлау үшін Спасибинмен дос болу керек екенін білемін,bad
45009,"Мен ертең ерлі-зайыптыларды ұнатқым келеді, бірақ имок үшін несие бермеймін",bad
45010,"иә, мен оларды мүмкіндігінше құтқардым",bad
45011,тек мен 14 15-те тілек білдіре аламын,bad
45012,"aaa бұл қандай сүйкімді 3 Мен саған табынамын, мен сіздермен бірге барлық күндерімді өткізе алмайтыныма өкінемін",bad
45013,годоооооооооооо ұмытып кеттім қайғыға,bad
45014,менің сыныптасым Никита онсыз қайғылы болып ауырып қалды,bad
45015,сол күні жұмыс орнындағы рт гопник галереяларына ұшырайды,bad
45016,rt әріптер квадраттарының орнына хромнан басқа барлық жерлерді алып тастады,bad
45017,"rt, орташа заңға сәйкес, шұлықтар таңертең шайқасты, дегенмен бұл ауа-райында оларды ұрып-соғу керек, бірақ қыздар жүн тамырларында",bad
45018,"амбиция, шешімділік және тіпті қаттылық, әрине, нәтиже береді, бірақ дұшпандар тез көбейеді және олар біріккен кезде бұл орын алады",bad
45019,"өмірдің қызықты болғаны соншалық, мен твиттер жазуға уақыт таппадым",bad
45020,неге мен оны ренжітемін деп ойладым ТТ,bad
45021,ұзақ сағыну,bad
45022,иә отырыңызшы доума,bad
45023,соңына және бос экранға жететін жүктеме жүктеу индикаторы жоқ,bad
45024,мұнда Владимир облысының сайлау кодексіне зс депутаттары ұсынған демократиялық түзету енгізілді,bad
45025,дельфиндер іше алмайтынын және дегидратациядан суда өліп қалатынын білдіңіз бе?,bad
45026,"әрдайым және барлық жерде онымен, бұл шынымен махаббат, мен оны қалаймын",bad
45027,ggogoogogogogoogogog мен қатты зеріктірдім,bad
45028,Мен тілек айтуды ұмытып кеттім,bad
45029,rt Мен алғаш рет көргенде құлақ сияқты күлдім,bad
45030,"жексенбіде уы патамуш сіз күні бойы екі адамсыз, ал жұмыс күндері сіз бәрімен айналысасыз",bad
45031,"менің ойымша, бұл мен үшін тиімді емес және менің ойымша, бұл тетраместр үшін 95 балл",bad
45032,аааа мен жақында тәрбиешіге барамын,bad
45033,бүгінде мүмкін болғанның бәрін тігеді,bad
45034,"колледжден кетіп қалды, неге бұл ұзаққа созылып жатыр?",bad
45035,Интернет youtube-ті өзінің қиыншылықтарымен де қуанта бермейді,bad
45036,бүгін 11 12 13 14 15 мен юпала сұрадым,bad
