Num,Review,Review_type
25001,бәрі мейірімді болады,good
25002,"сен кеше мектептен қайда шықтың, мен сені метрода өнер көрсету үшін таңдап алдым",good
25003,"оның ұлы 3 жаста, ол алдымен әкесімен бірге ваннаға кірді, сізде қандай үлкен киска бар, сіздің сөзіңіз бен анаңыз аузында",good
25004,uraaa natalya borisovna енді қайтадан біздің ағылшынша yaradaa,good
25005,Мен Джейми Оливер ону сияқты досымның досымын қалаймын,good
25006,"көшедегі барлық нәрсе соншалықты жұмсақ және ақ, ​​ол шынымен сезіледі",good
25007,мен де жексенбіні қалай жақсы көремін,good
25008,ол маған есі кеткен кезде музыканы ұнатады,good
25009,"Білмеймін, көңіл-күйді түсінбеймін",good
25010,"кеше бүгін керемет, кем емес позитивті адамдармен бірге кеш өткіздік",good
25011,сіздің телефоныңыз қандай?,good
25012,көңіл-күй жалқау,good
25013,"Қайырлы жексенбі, күн керемет көңіл-күй сыйлайды, бәріне жақсы",good
25014,"егер мен ұйықтамасам, ешкім ұйықтамайды",good
25015,иә директор Люк Бессон Пфайфер салыстыруға келмейді,good
25016,"біз сіз үшін дауыс береміз және сізді қуантамыз, сіз өте адал адамсыз",good
25017,yahav dee haaltn gereetei baidag olon yum yariad baij chaddagg y taged l arga yadakhdaa,good
25018,автобус жарты сағаттан кейін автобуста ұйықтап кетті,good
25019,"таңертеңгілік жақсы басталды, күн дәл солай болады деп сенемін",good
25020,ақысыз және ерікті болған кезде саусақ іздерін алуға уақыт бар,good
25021,"менің қолым печеньеге қарағанда есегімнен өсіп шығады, бұл өте дәмді, бірақ қаншық сооо емес",good
25022,"менің факультетіме гта сияқты мұқабаны жасадым, кешке орналастырамын, мүмкін маған ұнайтын шығар",good
25023,"Бақытты ханшайым, мен сіздерге бәрібір болуын тілеймін және Доминикан Республикасына жиі барыңыз, мен лайықты адамға тілей аламын, бірақ біз бәсекелестерге жол бермейміз",good
25024,rt және ертең қыздар мұғалімдер күніне құттықтау үшін мұғалімдерге бару үшін біздің мектепке барады,good
25025,rt Жаңа жылға 25 күн қалды,good
25026,"біреулер үшін мен әлемнің түпкір-түпкіріне барамын, ал басқалары үшін тіпті телефонға жауап бермеймін",good
25027,"rt Біздің қанша сөйлесетініміз маған ұнамайды, бірақ жақсы армандар aiero",good
25028,rt қызықты және бір айдан кейін жанартаудың белсенділігі төмендейді немесе демалыс ftopku болады,good
25029,"сізге ақша төлеудің қажеті жоқ, сондықтан Валера тамақтанады",good
25030,"rt мұны жеңілдетіп, оны ойнату арқылы жоғарылатады",good
25031,ең жақсы достық дегеніміз осы,good
25032,"дәл сол кездесті, содан кейін 1 оған ғашық болды, бірақ оған бұл туралы айтпаңыз 2 ол сізді сүймесе, сіз оны түрмеден шыққаннан кейін ұрыңыз 3 оны аяқтаңыз",good
25033,"күмәнсіз д, бірақ неге тозаққа осы Мәскеу уақытымен бару керек болды",good
25034,"жаңбырмен серуендеді, енді банкке бару ұят",good
25035,әжеммен бірге урааа сатып алуларымен мерекелеу үшін үйдегі прриду дүкендеріне барды,good
25036,rt brat форумда ассоциацияларды ағаш пікірлерімен ойнауға жақсы,good
25037,"Кешегі Ванямен және Дениспен болған әңгіме есімде, олар мүлдем нені білдірді, әрине, мен Лизкадан сұрағым келеді, бірақ мен үнсіз боламын",good
25038,"әкем мені өзінің қоңырауымен оятады деп үміттенді, әйтпесе мен ұйықтамаймын, ол мені ерте тұрған кезде шынымен жақсы көреді",good
25039,Мен сүйемін lt 3 тізімі үшін рахмет,good
25040,haana ter neeree wifi yuu bolzh bna,good
25041,ом сәттілік лт иә жақында ештеңе оянған жоқ,good
25042,дәл қазір таңертең үйде кішкентай құбыжықпен футбол ойнады,good
25043,"Егер сіз үшінші күн қатарынан жұмыс жасағыңыз келмесе, онда бүгін сәрсенбі",good
25044,және таңертең таңертең дәмді таңғы аспен басталды,good
25045,"сәл көбірек болса, көктем тағы келеді",good
25046,eooe neg emee handraad baykh yum yaaz bayna namayg dagasan chin butsaj dagasan baykh yum,good
25047,"әдебиет тарихы бойынша өте қызықты дәрістер тапты xvv дәріскер осындай балға қызғанышпен қарап отыру, тағзым ету ағартушылықты қарау",good
25048,"rt сериясын көретінім есімде жоқ, жаңа сериясы шықты",good
25049,хаха уих ун гишууд сонгогдсныхоо омно болон сонгогдсныхоо дара генее хуурамч хаха,good
25050,pff жаман белгі кеше туылған сәуірде рахмет d,good
