Num,Review,Review_type
15001,"Жақында мен азды-көпті сессиямын, қалайсыз",good
15002,"Мен көпшілікке пинг-коенигке барудың қаншалықты салқын екенін сұраймын, мен екі аптаға жуық уақыт күңкілдедім",good
15003,туған күніңмен!,good
15004,"О, біздің адам міндетті түрде біздің жетістігіміз болады",good
15005,неге бұл дұрыс емес екенін көпшілік біледі,good
15006,"Мен құжаттарды сол жаққа тапсыру керек деп ойлаймын, қажет бөлім - бұл бастысы",good
15007,rt ресми тіркеме Иван Царевич пен сұр қасқырды 2 күтті,good
15008,RT экстраваганза шоуында болды рахмет lyski,good
15009,салқын бұрыш жасау үшін d,good
15010,Скоркарумова Сичкардың орнына жаңа әнінің орнына не айтады деп ойлаймын,good
15011,арнайы бюроның соңғы есептері,good
15012,"компьютерде отырып, Википедияны оқып отырған әкем экранға қарап келіп, busen nindi pedia tagen дейді",good
15013,"Мен қазір темекі шекпеймін және тағы кім үйленетінін ішпеймін, жалпы ұстану өте жақсы болар еді",good
15014,"иә, мен де",good
15015,"жарайды палата нөмірі, апельсин алып келейін d",good
15016,mtv ahah орнына rt d таспасы жұмыс істейді,good
15017,бүгін сағат 2-де мұражай келбеті жобасының жаңа бейнематериалының премьерасы қалмайды,good
15018,"хахаха каатя менің қабырғаға салған суретім есіңде ме, содан кейін ол мені төтенше жағдайға алып келді, бірақ ол ондай ешнәрсе салмаған",good
15019,b gdad amar amgalang x sie bultaaraa nam neyrsooroy,good
15020,Менде мұндай жарқын көңіл көптен бері болған емес,good
15021,ахах зейняша өзінің сексуалдылығын көрсетті,good
15022,"Міне, осылай қарапайым, ең жақсы дос деген ұғым жоқ, ал жалпы достар деген ұғым жоқ, ешқашан достық үшін ештеңе қалдырма",good
15023,"керемет күн оң күн ақымақ сияқты жүгіру күні бойы мен кереметмын, бірақ мен ракалмын, бірақ маған қатты ұнады",good
15024,"демалыс күндері мен есіктен өтпеймін ахахахаха мен соншалықты сүйкімді қымбаттым, қораптың айналасында қалаймын және бақытыма сенбеймін",good
15025,"бәрі жыртылған джинсыға кесірін тигізеді, есімде жоқ, бірақ мен өзімнің бақытты екенімді білемін",good
15026,rt неге мені әрқашан ұрлап қарап отырасың мммм және қалай байқадың?,good
15027,"олар жеңбесе де, бізбен бірге ең әдемі болды",good
15028,rt саңырауқұлақтарды жазда жинады,good
15029,аххаха ахх сені қалай жақсы көремін д,good
15030,"иә, біз көктемді күтеміз, сосын 3 келеді",good
15031,rt ресми тіркеме Иван Царевич пен сұр қасқырды 2 күтті,good
15032,"rt бұл рекордтық апта, мен 3 торт жедім",good
15033,"hydrargirum пизда емес, мен ол туралы бүгін ғана білдім",good
15034,қар - бұл ең керемет жаңа жыл қарсаңы және мандарин мен сізді күтемін,good
15035,"rt ukraine қайтадан өртеніп барады d d Мен біліммен бәрі жаман деп ойладым, мұнда көршілерде әбігерлік бар",good
15036,"саусақтарыңыз неге шиеленіседі, әйтпесе сіз бұл әуенді ешқашан ойната алмайсыз",good
15037,"мен тіпті қорқамын, мен оларға Андрейден басқа ешкімге айтпадым",good
15038,"менің әкем жақында өзімен бірге доктор болды және мен құттықтаймын, мен оны өте жақсы көремін және оның әулетін жалғастырғым келеді",good
15039,"уаа, сыныптастар арасында чат пайда болғандықтан, мен xmpp көлік класстастарына тапсырыс беріп жатқанымды айтқым келеді.",good
15040,сіз автофолловбектің жұмыс істеуі керек екенін білесіз,good
15041,"сыныптағы кез-келген адам үшін, кем дегенде бір рет сіз партадағы көршіңізден тезірек сөз немесе сөйлем жазуға тырыстыңыз",good
15042,rt туылған күніңмен,good
15043,хахаха көктемде мен тағы да гүлдеймін,good
15044,"егер Денис кааааат десе, Катя дәл қазір алады",good
15045,"күйеу жоқ, ол әлі ерте",good
15046,"менің сүйкімді ханымдарымда бүгін др оксана мен саша бар, мен сені жақсы көремін",good
15047,"Мүмкін бүгінге қайырлы түн жеткілікті, бірақ ертең маған баруға уәде бер",good
15048,"Лешка басқа рейспен ұшты, 84 күн күтеді",good
15049,"ахвахвах, жарайды, лалмен хорлар шайқасына барайық",good
15050,"жолды өшіріп, ешқайда кетпеу өте қорқынышты, бірақ оған тұрарлық",good
15051,Мен қоңырауда болған әнді қостым және осындай сағыныш жанды баурап алады,good
15052,"Мен саунаға жақсы адамдарға барамын, өйткені мен сүйіп амандасамын",good
15053,"көшедегі қыз оған еркекке біз мас болмадық дейді, біз отырдық",good
15054,"Вадиктің өзінде үйде Wi-Fi бар, менде еденнен төмен жерде өмір сүруге керемет",good
15055,Мен үйге орама сатып алдым және Оляның менімен соңғы рет қалай болғанын еске түсірдім,good
15056,"біз тек пиццаға тапсырыс бере аламыз және оны жей алмаймыз, бірақ біз бұл жағдайда тез шешім қабылдаймыз, біз Ванкаға қоңырау шалуды жөн көрдік",good
15057,Қарап отырған Лиза жасөспірімдері оның назарын аудармайды,good
15058,"Мен үйде мұқабаны ұмытып кеттім, ал сен оның қолын қалай қағып тастадың, сызаттар бар, маған қара лак керек",good
15059,"дос - дос, ал менің басқа атауым болуы мүмкін емес, ол балапан",good
15060,"тістеу құлақ, содан кейін маған қалай мінгеніңді айт",good
15061,біздің жасымыз бір және ол нағыз бұзылған xd ntsu жазады ddd,good
15062,Мен адамдарға шынымен оң әсер етемін бе,good
15063,"жоқ d, бірақ сіз оны өту өте қиын екенін білуіңіз керек",good
15064,"менің түсінуімше, Мәскеу айналма жолының сыртындағы lte жақын арада пайда болмайды",good
15065,"1 лента укр мов және 2 алгебра - бұл қалайы, бірақ мен бәрін түсіндім және біз бүгін сенбіде диктант жаздық, олар бағалау қызықты деп айтады",good
15066,rt bon рейсі,good
15067,бірақ олар сізді кіммен екенін білмейді,good
15068,"Барлығыңыз кештеріңізді сәтті өткізіңіздер, мен бүгін үйде жалғызбын",good
15069,"Андрей, сен теледидар сиқыршысың, сенің бірдеңе ойлап тапқаныңа сенімдімін",good
15070,Мен ол жерде не болып жатқанын ешқашан көрген емеспін,good
15071,"rt бұл қалай, сондықтан мен сені жақсы көремін",good
