Num,Review,Review_type
55001,"уа, біз сол жаққа көтерілуге ​​тырысамыз",bad
55002,"Мен дұрыс емес жерде жұмсаймын, менің жоспарларыма кірмейді",bad
55003,"Мен презентацияларды әдемі етіп жасауды ешқашан үйренбеймін, оларды жасауды да ешқашан үйренбеймін",bad
55004,"Фуркадей катя қайда, мен мүлдем білмеймін деп айтыңыз",bad
55005,мен жабайы истерияда қанша рет қарадым және әлі жыладым,bad
55006,"Мен көшеден келдім, төбемде ешкімді ешкімді мұздатқан жоқ, мен қазір қолыма шай ішкен жүн шапанымда және батареяның жанында отырмын",bad
55007,"Анам мен нг үшін сыйлық ретінде не алғым келетінін сұрады, мен есеңгіреп тұрмын, менде бәрі бар, ал менде жоқ нәрсе ешкім өмірдің ауырсынуын бере алмайды",bad
55008,емтихан мен қалағандай болмады,bad
55009,12-серия періште ұрады,bad
55010,"және мұндай суық деп айтпаңыз, бірақ мен тіпті өзімнің жаныма жылы ала алмаймын",bad
55011,Мен нердтердің бүкіл класын тінтемін және мен бұзылған Nokia-мен жүрмін,bad
55012,менің қояным мен сені қатты жақсы көремін,bad
55013,бірақ көбіне бәрібір,bad
55014,"rt біздің елдің басты проблемасы - бұл барлық уақытта адамдар үшін емес, бәрін көрсету үшін жасау",bad
55015,"Мен де барғым келеді, бірақ бұл жұмыс - жаман қорқыныш",bad
55016,rt пеп қазірдің өзінде jabber ru-ға бекітілген кезде,bad
55017,"жаңа жыл келе жатыр, мен әлі няшаға сыйлық сатып алған жоқпын",bad
55018,"сондықтан мен қанша рет оқыдым, ал жаңа және жаңа бәрі өте жақсы және олар бізді тегін оқытқысы келмейді",bad
55019,"Мен қалаймын, бірақ біздің теледидар мүлдем сөнбейді, мен азап шегемін, тіпті оның астында ұйықтаймыз",bad
55020,"сіз өте әдемі адамсыз, бірақ адам сияқтысыз",bad
55021,"Мен аспаздық бағдарламаларды жақсы көремін және олар көрсеткен нәрселерден бірдеңе дайындауға тырысамын, тек бағдарламаның рейтингімен менің есегім өседі",bad
55022,"фотосуретші болу жаман, сіз кадрдың бір шоғырын аласыз және қуанатын ерекше ештеңе жоқ",bad
55023,"жорық, өйткені мен барлық жерде кешігемін",bad
55024,не болды және бірдеңе жоқ,bad
55025,"менің ойымша менің жігітім қайтыс болды, ол менің қоңырауларымды алмайды және еш жерде жауап бермейді",bad
55026,мен дәл қазір Бейонсе Гало мен Нухтың астындағы бейнені көріп жатырмын,bad
55027,"бір апта ішінде шаңғы тебуге келісіп, шаңғысы жоқтардың қайда арзан балабақшаға жалға алатынын білмейтіндігін білу",bad
55028,"иә, иә, мен сізбен келісемін, мен дәл осылай жасағым келеді, бірақ сіз терезе төсеніштерін өзгертпейсіз",bad
55029,"Анам Цезарьді пісірді, мен тамақ жей алмаймын",bad
